VFB_ID	external_IDs	cell_types
VFB_001001ea	['4663219']	['neuron', 'embryonic/larval neuron']
VFB_001001dy	['4127963']	['neuron', 'embryonic/larval neuron']
VFB_001001dz	['4127975']	['embryonic/larval neuron', 'neuron']
VFB_001001ef	['5517913']	['embryonic/larval neuron', 'neuron']
VFB_001001eg	['5593689']	['neuron', 'embryonic/larval neuron']
VFB_001001eh	['5594467']	['embryonic/larval neuron', 'neuron']
VFB_001001ei	['5731448']	['embryonic/larval neuron', 'neuron']
VFB_001001eb	['4663662']	['embryonic/larval neuron', 'neuron']
VFB_001001ec	['4663668']	['embryonic/larval neuron', 'neuron']
VFB_001001ed	['4990529']	['embryonic/larval neuron', 'neuron']
VFB_001001ee	['5166338']	['embryonic/larval neuron', 'neuron']
VFB_001001en	['5904499']	['neuron', 'embryonic/larval neuron']
VFB_001001g0	['9949160']	['embryonic/larval neuron', 'neuron']
VFB_001001eo	['5999941']	['neuron', 'embryonic/larval neuron']
VFB_001001g1	['9949223']	['embryonic/larval neuron', 'neuron']
VFB_001001ep	['6046598']	['neuron', 'embryonic/larval neuron']
VFB_001001g2	['9949264']	['neuron', 'embryonic/larval neuron']
VFB_001001eq	['6047538']	['embryonic/larval neuron', 'neuron']
VFB_001001g3	['9950404']	['embryonic/larval neuron', 'neuron']
VFB_001001ej	['5757817']	['neuron', 'embryonic/larval neuron']
VFB_001001ek	['5759393']	['embryonic/larval neuron', 'neuron']
VFB_001001el	['5770448']	['embryonic/larval neuron', 'neuron']
VFB_001001em	['5818143']	['embryonic/larval neuron', 'neuron']
VFB_001001e0	['4127978']	['embryonic/larval neuron', 'neuron']
VFB_001001e1	['4127984']	['embryonic/larval neuron', 'neuron']
VFB_00100480	['16485079']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_00100481	['16625432']	['Kenyon cell', 'neuron']
VFB_00100486	['16628000']	['immature Kenyon cell', 'neuron']
VFB_00100487	['16629757']	['neuron', 'Kenyon cell']
VFB_00100488	['16629788']	['neuron', 'Kenyon cell']
VFB_00100489	['16629931']	['neuron', 'Kenyon cell']
VFB_00100482	['16627773']	['Kenyon cell', 'neuron']
VFB_00100483	['16627838']	['neuron', 'larval Kenyon cell']
VFB_00100484	['16627861']	['Kenyon cell', 'neuron']
VFB_00100485	['16627950']	['neuron', 'Kenyon cell']
VFB_00100490	['16630024']	['neuron', 'Kenyon cell']
VFB_00100491	['16630264']	['neuron', 'Kenyon cell']
VFB_00100492	['16630385']	['Kenyon cell', 'neuron']
VFB_00100497	['16720240']	['Kenyon cell', 'neuron']
VFB_00100498	['16782830']	['neuron', 'larval mushroom body output neuron b2']
VFB_00100499	['16797672']	['larval mushroom body output neuron i1', 'neuron']
VFB_00100493	['16630941']	['Kenyon cell', 'neuron']
VFB_00100494	['16631114']	['larval Kenyon cell', 'neuron']
VFB_00100495	['16631222']	['neuron', 'Kenyon cell']
VFB_00100496	['16631248']	['Kenyon cell', 'neuron']
VFB_00100464	['16440704']	['neuron', 'Kenyon cell']
VFB_00100465	['16443532']	['neuron', 'immature Kenyon cell']
VFB_00100466	['16443536']	['immature Kenyon cell', 'neuron']
VFB_00100467	['16443544']	['neuron', 'immature Kenyon cell']
VFB_00100460	['16435406']	['immature Kenyon cell', 'neuron']
VFB_00100461	['16435965']	['neuron', 'Kenyon cell']
VFB_00100462	['16438190']	['Kenyon cell', 'neuron']
VFB_00100463	['16440649']	['neuron', 'Kenyon cell']
VFB_00100468	['16443548']	['neuron', 'immature Kenyon cell']
VFB_00100469	['16443747']	['neuron', 'immature Kenyon cell']
VFB_00100470	['16444327']	['Kenyon cell', 'neuron']
VFB_00100475	['16448967']	['neuron', 'immature Kenyon cell']
VFB_00100476	['16448971']	['neuron', 'immature Kenyon cell']
VFB_00100477	['16448979']	['neuron', 'immature Kenyon cell']
VFB_00100478	['16448983']	['neuron', 'immature Kenyon cell']
VFB_00100471	['16448926']	['neuron', 'immature Kenyon cell']
VFB_00100472	['16448930']	['immature Kenyon cell', 'neuron']
VFB_00100473	['16448934']	['immature Kenyon cell', 'neuron']
VFB_00100474	['16448954']	['immature Kenyon cell', 'neuron']
VFB_00100479	['16464614']	['immature Kenyon cell', 'neuron']
VFB_00100442	['15939130']	['neuron', 'immature Kenyon cell']
VFB_00100443	['15939179']	['neuron', 'immature Kenyon cell']
VFB_00100444	['15995074']	['neuron', 'immature Kenyon cell']
VFB_00100445	['16015738']	['neuron', 'Kenyon cell']
VFB_00100440	['15828093']	['immature Kenyon cell', 'neuron']
VFB_00100441	['15861524']	['neuron', 'Kenyon cell']
VFB_00100446	['16017113']	['Kenyon cell', 'neuron']
VFB_00100447	['16026042']	['neuron', 'immature Kenyon cell']
VFB_00100448	['16039470']	['Kenyon cell', 'neuron']
VFB_00100449	['16053650']	['neuron', 'immature Kenyon cell']
VFB_00100453	['16145456']	['neuron', 'immature Kenyon cell']
VFB_00100454	['16178283']	['neuron', 'larval mushroom body output neuron p1']
VFB_00100455	['16210988']	['Kenyon cell', 'neuron']
VFB_00100456	['16220042']	['immature Kenyon cell', 'neuron']
VFB_00100450	['16053670']	['immature Kenyon cell', 'neuron']
VFB_00100451	['16054240']	['immature Kenyon cell', 'neuron']
VFB_00100452	['16058860']	['neuron', 'Kenyon cell']
VFB_00100457	['16223537']	['mushroom body extrinsic neuron', 'neuron']
VFB_00100458	['16240569']	['larval mushroom body dopaminergic neuron c1', 'neuron']
VFB_00100459	['16353832']	['larval mushroom body input neuron b2', 'neuron']
VFB_00100420	['15398730']	['mushroom body extrinsic neuron', 'neuron']
VFB_00100421	['15404207']	['neuron', 'larval mushroom body input neuron l1']
VFB_00100422	['15421363']	['neuron', 'mushroom body extrinsic neuron']
VFB_00100423	['15571194']	['larval mushroom body anterior paired lateral cell', 'neuron']
VFB_00100428	['15691122']	['immature Kenyon cell', 'neuron']
VFB_00100429	['15721919']	['neuron', 'Kenyon cell']
VFB_00100424	['15592096']	['larval mushroom body dopaminergic neuron c1', 'neuron']
VFB_00100425	['15617305']	['neuron', 'larval mushroom body output neuron a2']
VFB_00100426	['15691114']	['Kenyon cell', 'neuron']
VFB_00100427	['15691118']	['immature Kenyon cell', 'neuron']
VFB_00100431	['15722867']	['Kenyon cell', 'neuron']
VFB_00100432	['15734666']	['immature Kenyon cell', 'neuron']
VFB_00100433	['15734988']	['neuron', 'Kenyon cell']
VFB_00100434	['15741782']	['immature Kenyon cell', 'neuron']
VFB_00100430	['15722306']	['Kenyon cell', 'neuron']
VFB_00100439	['15810983']	['larval mushroom body output neuron d2', 'neuron']
VFB_00100435	['15741951']	['immature Kenyon cell', 'neuron']
VFB_00100436	['15764960']	['neuron', 'immature Kenyon cell']
VFB_00100437	['15788419']	['immature Kenyon cell', 'neuron']
VFB_00100438	['15788431']	['immature Kenyon cell', 'neuron']
VFB_00100400	['12156009']	['neuron']
VFB_00100401	['12217572']	['Kenyon cell', 'neuron']
VFB_00100406	['12948470']	['neuron', 'larval thermosensory projection neuron']
VFB_00100407	['13789482']	['neuron']
VFB_00100408	['14082322']	['mushroom body extrinsic neuron', 'neuron']
VFB_00100409	['14255342']	['Kenyon cell', 'neuron']
VFB_00100402	['12475432']	['larval mushroom body input neuron e2', 'neuron']
VFB_00100403	['12726582']	['Kenyon cell', 'neuron']
VFB_00100404	['12805363']	['larval maxillary VPM neuron', 'neuron']
VFB_00100405	['12871993']	['neuron', 'larval mushroom body dopaminergic neuron k1']
VFB_00100410	['14319960']	['neuron', 'Kenyon cell']
VFB_00100411	['14460113']	['Kenyon cell', 'neuron']
VFB_00100412	['14519048']	['Kenyon cell', 'neuron']
VFB_00100417	['14898816']	['Kenyon cell', 'neuron']
VFB_00100418	['14981210']	['immature Kenyon cell', 'neuron']
VFB_00100419	['15253921']	['mushroom body extrinsic neuron', 'neuron']
VFB_00100413	['14522124']	['neuron', 'Kenyon cell']
VFB_00100414	['14541927']	['neuron', 'larval mushroom body input neuron e1']
VFB_00100415	['14547259']	['neuron', 'Kenyon cell']
VFB_00100416	['14898295']	['neuron', 'Kenyon cell']
VFB_00101470	['5899328']	['neuron', 'abdominal 2 VO3 motor neuron']
VFB_00101471	['6467481']	['neuron']
VFB_00101476	['10649843']	['neuron', 'larval abdominal 2 aCC neuron']
VFB_00101479	['11321644']	['neuron']
VFB_00101472	['6970942']	['abdominal 2 DT1 motor neuron', 'neuron']
VFB_00101473	['8026224']	['neuron']
VFB_00101474	['10013402']	['abdominal 2 DO2 motor neuron', 'neuron']
VFB_00101475	['10474936']	['neuron', 'larval abdominal 1 Saaghi 3 neuron']
VFB_00101480	['11958584']	['neuron', 'larval abdominal 1 Saaghi 3 neuron']
VFB_00101481	['12825902']	['neuron']
VFB_00101482	['13057994']	['abdominal 1 dorsal motor neuron', 'neuron']
VFB_00101452	['20575657']	['neuron', 'larval metathoracic A03g neuron']
VFB_00101465	['4488976']	['larval abdominal 2 aCC neuron', 'neuron']
VFB_00101466	['4524871']	['abdominal 1 VA1 motor neuron', 'neuron']
VFB_00101467	['4535767']	['larval abdominal 1 LO1 motor neuron', 'neuron']
VFB_00101461	['4326468']	['neuron']
VFB_00101462	['4326520']	['neuron', 'abdominal 1 VA2 motor neuron']
VFB_00101463	['4382895']	['neuron', 'abdominal 1 VA3 motor neuron']
VFB_00101464	['4397287']	['neuron', 'abdominal 1 VA1 motor neuron']
VFB_00101469	['5085455']	['neuron', 'abdominal 2 DO5 motor neuron']
VFB_00101432	['18464581']	['larval mooncrawler descending neuron a', 'neuron']
VFB_00101433	['18628919']	['neuron', 'larval abdominal 5 A27h neuron']
VFB_00101430	['16002926']	['larval abdominal 2 A18b neuron', 'neuron']
VFB_00101431	['17350421']	['neuron']
VFB_00101444	['10376512']	['neuron', 'larval abdominal 2 A27h neuron']
VFB_00101446	['10414725']	['neuron', 'larval abdominal 2 A27h neuron']
VFB_00101447	['12643185']	['neuron', 'larval abdominal 2 eIN-5 neuron']
VFB_00101448	['13525684']	['larval abdominal 2 eIN-5 neuron', 'neuron']
VFB_00101410	['4719759']	['larval abdominal 2 A27l neuron', 'neuron']
VFB_00101411	['4727546']	['larval abdominal 1 A18b neuron', 'neuron']
VFB_00101412	['4835694']	['neuron', 'larval abdominal 4 A27h neuron']
VFB_00101413	['5308485']	['neuron']
VFB_00101418	['10223754']	['neuron']
VFB_00101414	['5355175']	['larval abdominal 2 A27l neuron', 'neuron']
VFB_00101415	['10216846']	['neuron']
VFB_00101421	['10728328']	['larval mooncrawler descending neuron b', 'neuron']
VFB_00101422	['10728333']	['neuron', 'larval mooncrawler descending neuron a']
VFB_00101423	['11541264']	['larval ThDN neuron', 'neuron']
VFB_00101424	['12247555']	['neuron', 'larval ThDN neuron']
VFB_00101420	['10589761']	['neuron', 'larval abdominal 2 A18b neuron']
VFB_00101429	['15756646']	['neuron', 'larval abdominal 7 A27h neuron']
VFB_00101425	['13557064']	['larval mooncrawler descending neuron b', 'neuron']
VFB_00101426	['15695112']	['larval abdominal 6 A27h neuron', 'neuron']
VFB_00101427	['15696654']	['neuron', 'larval abdominal 6 A27h neuron']
VFB_00101428	['15700463']	['larval abdominal 7 A27h neuron', 'neuron']
VFB_00101130	['18508515']	['neuron', 'larval abdominal 4 Wave neuron']
VFB_00101113	['6896580']	['neuron']
VFB_00101114	['7076835']	['abdominal 1 lateral multidendritic neuron ldaB', 'neuron']
VFB_00101115	['7124156']	['neuron']
VFB_00101116	['7633929']	['neuron', 'larval segmental nerve sensory neuron']
VFB_00101110	['5231557']	['neuron', 'larval abdominal 2 A23g neuron']
VFB_00101111	['5310670']	['larval metathoracic Wave neuron', 'neuron']
VFB_00101112	['5733618']	['larval abdominal 2 A23g neuron', 'neuron']
VFB_0010159g	['2899238']	['neuron', 'embryonic/larval neuron']
VFB_0010159h	['2932028']	['embryonic/larval neuron', 'neuron']
VFB_0010159i	['2970864']	['neuron', 'embryonic/larval neuron']
VFB_0010159j	['3106174']	['embryonic/larval neuron', 'neuron']
VFB_0010159c	['2842568']	['embryonic/larval neuron', 'neuron']
VFB_0010159d	['2871769']	['embryonic/larval neuron', 'neuron']
VFB_0010159e	['2871853']	['embryonic/larval neuron', 'neuron']
VFB_0010159f	['2872055']	['embryonic/larval neuron', 'neuron']
VFB_0010159o	['3727026']	['embryonic/larval neuron', 'neuron']
VFB_0010159p	['3727963']	['embryonic/larval neuron', 'neuron']
VFB_0010159q	['3742519']	['embryonic/larval neuron', 'neuron']
VFB_0010159r	['3762787']	['embryonic/larval neuron', 'neuron']
VFB_0010159k	['3133851']	['embryonic/larval neuron', 'neuron']
VFB_0010159l	['3567420']	['neuron', 'embryonic/larval neuron']
VFB_0010159m	['3620633']	['neuron', 'embryonic/larval neuron']
VFB_0010159n	['3727004']	['neuron', 'embryonic/larval neuron']
VFB_0010159w	['3846657']	['neuron', 'embryonic/larval neuron']
VFB_0010159x	['3879467']	['embryonic/larval neuron', 'neuron']
VFB_0010159y	['3925724']	['embryonic/larval neuron', 'neuron']
VFB_0010159z	['3926438']	['neuron', 'embryonic/larval neuron']
VFB_0010159s	['3778453']	['neuron', 'embryonic/larval neuron']
VFB_0010159t	['3793165']	['embryonic/larval neuron', 'neuron']
VFB_0010159u	['3794023']	['neuron', 'embryonic/larval neuron']
VFB_0010159v	['3814635']	['neuron', 'embryonic/larval neuron']
VFB_0010157g	['23233']	['embryonic/larval neuron', 'neuron']
VFB_0010157h	['110633']	['embryonic/larval neuron', 'neuron']
VFB_0010157m	['203148']	['neuron', 'embryonic/larval neuron']
VFB_0010157n	['205984']	['embryonic/larval neuron', 'neuron']
VFB_00101590	['873148']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_0010157o	['292913']	['embryonic/larval neuron', 'neuron']
VFB_00101591	['873782']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_0010157p	['327601']	['embryonic/larval neuron', 'neuron']
VFB_00101592	['875613']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_0010157i	['114558']	['neuron', 'embryonic/larval neuron']
VFB_0010157j	['144386']	['neuron', 'embryonic/larval neuron']
VFB_0010157k	['202973']	['embryonic/larval neuron', 'neuron']
VFB_0010157l	['203130']	['neuron', 'embryonic/larval neuron']
VFB_0010157u	['837522']	['embryonic/larval neuron', 'neuron']
VFB_00101597	['937332']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_0010157v	['867393']	['embryonic/larval neuron', 'neuron']
VFB_00101598	['945309']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_0010157w	['881861']	['embryonic/larval neuron', 'neuron']
VFB_00101599	['1011675']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_0010157x	['883721']	['neuron', 'embryonic/larval neuron']
VFB_0010157q	['367864']	['neuron', 'embryonic/larval neuron']
VFB_00101593	['882339']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_0010157r	['374619']	['neuron', 'embryonic/larval neuron']
VFB_00101594	['887905']	['larval serotonergic SE0 neuron', 'neuron']
VFB_0010157s	['738095']	['embryonic/larval neuron', 'neuron']
VFB_00101595	['896562']	['larval serotonergic SE0 neuron', 'neuron']
VFB_0010157t	['770615']	['embryonic/larval neuron', 'neuron']
VFB_00101596	['910064']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_0010158a	['970844']	['embryonic/larval neuron', 'neuron']
VFB_0010157y	['891237']	['neuron', 'embryonic/larval neuron']
VFB_0010157z	['954272']	['embryonic/larval neuron', 'neuron']
VFB_0010158f	['1300727']	['neuron', 'embryonic/larval neuron']
VFB_0010158g	['1331893']	['embryonic/larval neuron', 'neuron']
VFB_0010158h	['1347570']	['embryonic/larval neuron', 'neuron']
VFB_0010158i	['1385074']	['embryonic/larval neuron', 'neuron']
VFB_0010158b	['1074154']	['embryonic/larval neuron', 'neuron']
VFB_0010158c	['1130528']	['neuron', 'embryonic/larval neuron']
VFB_0010158d	['1237125']	['neuron', 'embryonic/larval neuron']
VFB_0010158e	['1278501']	['neuron', 'embryonic/larval neuron']
VFB_0010158n	['2629826']	['embryonic/larval neuron', 'neuron']
VFB_0010158o	['2683068']	['embryonic/larval neuron', 'neuron']
VFB_0010158p	['2691026']	['embryonic/larval neuron', 'neuron']
VFB_0010158q	['2700681']	['neuron', 'embryonic/larval neuron']
VFB_0010158j	['1672957']	['embryonic/larval neuron', 'neuron']
VFB_0010158k	['2379544']	['neuron', 'embryonic/larval neuron']
VFB_0010158l	['2581860']	['embryonic/larval neuron', 'neuron']
VFB_0010158m	['2629819']	['neuron', 'embryonic/larval neuron']
VFB_0010158v	['2750739']	['neuron', 'embryonic/larval neuron']
VFB_0010158w	['2761699']	['neuron', 'embryonic/larval neuron']
VFB_0010158x	['2765056']	['embryonic/larval neuron', 'neuron']
VFB_0010158y	['2817021']	['embryonic/larval neuron', 'neuron']
VFB_0010158r	['2717701']	['neuron', 'embryonic/larval neuron']
VFB_0010158s	['2723184']	['neuron', 'embryonic/larval neuron']
VFB_0010158t	['2740157']	['neuron', 'embryonic/larval neuron']
VFB_0010158u	['2748174']	['neuron', 'embryonic/larval neuron']
VFB_0010159a	['2828623']	['embryonic/larval neuron', 'neuron']
VFB_0010159b	['2833891']	['neuron', 'embryonic/larval neuron']
VFB_0010158z	['2822183']	['embryonic/larval neuron', 'neuron']
VFB_00101570	['16504350']	['neuron']
VFB_00101575	['18458734']	['neuron', 'larval abdominal 1 A06k neuron']
VFB_00101576	['18509063']	['neuron']
VFB_00101577	['18769231']	['neuron', 'larval abdominal 1 A02j neuron']
VFB_00101578	['18963687']	['neuron']
VFB_00101571	['16531827']	['neuron']
VFB_00101572	['17399735']	['larval abdominal 1 A08o neuron', 'neuron']
VFB_00101573	['17970304']	['neuron']
VFB_00101574	['18418512']	['larval abdominal 1 Saaghi 1 neuron', 'neuron']
VFB_00101579	['38147']	['larval prothoracic accessory nerve motor neuron', 'neuron']
VFB_00101580	['236151']	['neuron']
VFB_00101581	['255222']	['neuron', 'larval mushroom body second order output neuron']
VFB_00101586	['768233']	['neuron']
VFB_00101587	['853526']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_00101588	['855719']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_00101589	['865801']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_00101582	['375785']	['neuron']
VFB_00101583	['407869']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_00101584	['616176']	['neuron']
VFB_00101585	['692877']	['neuron']
VFB_00101555	['10929797']	['larval abdominal 1 A08j1 neuron', 'neuron']
VFB_00101551	['10273060']	['neuron']
VFB_00101552	['10299625']	['larval abdominal 1 A14a1 neuron', 'neuron']
VFB_00101557	['11455472']	['neuron', 'larval abdominal 1 A08j3 neuron']
VFB_00101558	['12014775']	['neuron']
VFB_00101559	['12039793']	['neuron', 'larval abdominal 1 Saaghi 5 neuron']
VFB_00101564	['12820277']	['neuron', 'larval abdominal 1 iIN-1 neuron']
VFB_00101565	['13004884']	['larval abdominal 1 A02a neuron', 'neuron']
VFB_00101566	['14522404']	['neuron']
VFB_00101560	['12040460']	['neuron', 'larval abdominal 1 Saaghi 4 neuron']
VFB_00101561	['12042425']	['larval abdominal 1 Saaghi 6 neuron', 'neuron']
VFB_00101562	['12809976']	['larval abdominal 1 A06c neuron', 'neuron']
VFB_00101563	['12820178']	['larval abdominal 1 A02h neuron', 'neuron']
VFB_00101568	['16112458']	['neuron']
VFB_00101569	['16272893']	['neuron']
VFB_00101531	['4313311']	['neuron']
VFB_00101534	['4715415']	['larval abdominal 1 A02k neuron', 'neuron']
VFB_00101539	['6931770']	['neuron']
VFB_00101536	['6330796']	['larval abdominal 1 A23b1 neuron', 'neuron']
VFB_00101542	['7855607']	['neuron']
VFB_00101544	['8057753']	['larval abdominal 1 A08j2 neuron', 'neuron']
VFB_00101545	['8235049']	['neuron']
VFB_00101540	['7343002']	['larval abdominal 1 A06i3 neuron', 'neuron']
VFB_00101541	['7827470']	['neuron']
VFB_00101547	['8840084']	['neuron']
VFB_00101549	['10054666']	['neuron', 'larval abdominal 1 A23b3 neuron']
VFB_00101517	['6144284']	['larval recliner neuron', 'neuron']
VFB_00101518	['7683669']	['neuron', 'larval abdominal 1 Drunken-4 neuron']
VFB_00101519	['7782409']	['larval abdominal 1 Drunken-4 neuron', 'neuron']
VFB_00101516	['4228864']	['neuron']
VFB_00101520	['11024782']	['neuron']
VFB_00101521	['17435666']	['neuron', 'larval recliner neuron']
VFB_00101522	['20153309']	['neuron', 'larval thoracic ladder-1 neuron']
VFB_00101523	['2042488']	['neuron']
VFB_00101525	['3504632']	['neuron']
VFB_00101527	['4039711']	['neuron', 'larval abdominal 1 A03o2 neuron']
VFB_00101392	['4042315']	['neuron']
VFB_00101394	['4213417']	['larval abdominal 1 A14h neuron', 'neuron']
VFB_001011jx	['17058350']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011jy	['17083341']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jz	['17125520']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011ke	['17591442']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011kf	['17639784']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011kg	['17671219']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011kh	['17813006']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ka	['17357979']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011kb	['17373283']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011kc	['17379420']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011kd	['17438424']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011km	['18500988']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011kn	['18648531']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ko	['19156025']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011kp	['19175973']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ki	['17813457']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011kj	['17822238']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011kk	['17867309']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011kl	['18062678']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011kq	['19786464']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hz	['13661736']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hv	['13046847']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011j8	['16026677']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hw	['13175136']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011j9	['16070049']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011hx	['13206239']	['larval lateral horn neuron', 'larval mushroom body second order output neuron', 'neuron']
VFB_001011hy	['13564607']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ic	['14071449']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011id	['14071613']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011ie	['14073503']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011if	['14206030']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011ia	['13986583']	['larval lateral horn neuron', 'neuron']
VFB_001011ib	['13988443']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011ik	['14333495']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011il	['14334367']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011im	['14342744']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011in	['14495367']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011k0	['17140424']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ig	['14214039']	['neuron', 'larval mushroom body second-order output neuron 86']
VFB_001011ih	['14319185']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011ii	['14328512']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ij	['14329745']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011is	['14891367']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011k5	['17237305']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011it	['14948339']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011k6	['17276867']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011iu	['15468308']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011k7	['17315288']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011iv	['15524629']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011k8	['17330632']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011io	['14514597']	['neuron', 'larval lateral horn neuron']
VFB_001011k1	['17165286']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ip	['14539753']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011k2	['17176911']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011iq	['14617508']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011k3	['17176927']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011ir	['14680483']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011k4	['17177419']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011iw	['15566333']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011k9	['17340931']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ix	['15568333']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011iy	['15590555']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011iz	['15594113']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jd	['16295025']	['larval lateral horn neuron', 'neuron', 'larval mushroom body second order output neuron']
VFB_001011je	['16339645']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011jf	['16350988']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jg	['16355642']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ja	['16089738']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jb	['16100461']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jc	['16181377']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011jl	['16445338']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jm	['16464284']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jn	['16486385']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011jo	['16544462']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jh	['16356717']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ji	['16405545']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jj	['16415910']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jk	['16444552']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jt	['16950115']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ju	['16950121']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jv	['17019327']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jw	['17053386']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jp	['16753901']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011jq	['16758011']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011jr	['16910799']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011js	['16913476']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fx	['8423405']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fy	['8539175']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011fz	['8542422']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
