VFB_ID	external_IDs	cell_types
VFB_001015gn	['19585918']	['embryonic/larval neuron', 'neuron']
VFB_001015go	['20559189']	['neuron', 'embryonic/larval neuron']
VFB_001015gp	['21462953']	['neuron', 'embryonic/larval neuron']
VFB_001015gi	['19522307']	['neuron', 'embryonic/larval neuron']
VFB_001015gj	['19527330']	['embryonic/larval neuron', 'neuron']
VFB_001015gk	['19528948']	['neuron', 'embryonic/larval neuron']
VFB_001015gl	['19537785']	['embryonic/larval neuron', 'neuron']
VFB_001015gq	['21664445']	['embryonic/larval neuron', 'neuron']
VFB_001015dr	['19219910']	['neuron', 'embryonic/larval neuron']
VFB_001015f4	['19299703']	['embryonic/larval neuron', 'neuron']
VFB_001015ds	['19219935']	['neuron', 'embryonic/larval neuron']
VFB_001015f5	['19299708']	['embryonic/larval neuron', 'neuron']
VFB_001015dt	['19220239']	['neuron', 'embryonic/larval neuron']
VFB_001015f6	['19299715']	['embryonic/larval neuron', 'neuron']
VFB_001015du	['19263163']	['embryonic/larval neuron', 'neuron']
VFB_001015f7	['19299721']	['neuron', 'embryonic/larval neuron']
VFB_001015dn	['19099494']	['embryonic/larval neuron', 'neuron']
VFB_001015f0	['19297833']	['embryonic/larval neuron', 'neuron']
VFB_001015do	['19099659']	['neuron', 'embryonic/larval neuron']
VFB_001015f1	['19298305']	['neuron', 'embryonic/larval neuron']
VFB_001015dp	['19120772']	['embryonic/larval neuron', 'neuron']
VFB_001015f2	['19299691']	['embryonic/larval neuron', 'neuron']
VFB_001015dq	['19210950']	['neuron', 'embryonic/larval neuron']
VFB_001015f3	['19299697']	['neuron', 'embryonic/larval neuron']
VFB_001015dz	['19276024']	['embryonic/larval neuron', 'neuron']
VFB_001015dv	['19266546']	['embryonic/larval neuron', 'neuron']
VFB_001015f8	['19299727']	['neuron', 'embryonic/larval neuron']
VFB_001015dw	['19266572']	['neuron', 'embryonic/larval neuron']
VFB_001015f9	['19299740']	['embryonic/larval neuron', 'neuron']
VFB_001015dx	['19266580']	['embryonic/larval neuron', 'neuron']
VFB_001015dy	['19266588']	['embryonic/larval neuron', 'neuron']
VFB_001015ec	['19297607']	['embryonic/larval neuron', 'neuron']
VFB_001015ed	['19297613']	['embryonic/larval neuron', 'neuron']
VFB_001015ee	['19297619']	['neuron', 'embryonic/larval neuron']
VFB_001015ef	['19297630']	['neuron', 'embryonic/larval neuron']
VFB_001015ea	['19297596']	['embryonic/larval neuron', 'neuron']
VFB_001015eb	['19297602']	['neuron', 'embryonic/larval neuron']
VFB_001015ek	['19297672']	['embryonic/larval neuron', 'neuron']
VFB_001015el	['19297678']	['neuron', 'embryonic/larval neuron']
VFB_001015em	['19297684']	['embryonic/larval neuron', 'neuron']
VFB_001015en	['19297690']	['embryonic/larval neuron', 'neuron']
VFB_001015g0	['19300586']	['neuron', 'embryonic/larval neuron']
VFB_001015eg	['19297636']	['neuron', 'embryonic/larval neuron']
VFB_001015eh	['19297642']	['neuron', 'embryonic/larval neuron']
VFB_001015ei	['19297660']	['neuron', 'embryonic/larval neuron']
VFB_001015ej	['19297666']	['neuron', 'embryonic/larval neuron']
VFB_001015es	['19297720']	['embryonic/larval neuron', 'neuron']
VFB_001015g5	['19466100']	['embryonic/larval neuron', 'neuron']
VFB_001015et	['19297726']	['neuron', 'embryonic/larval neuron']
VFB_001015g6	['19494163']	['embryonic/larval neuron', 'neuron']
VFB_001015eu	['19297732']	['neuron', 'embryonic/larval neuron']
VFB_001015g7	['19522149']	['embryonic/larval neuron', 'neuron']
VFB_001015ev	['19297738']	['neuron', 'embryonic/larval neuron']
VFB_001015g8	['19522184']	['neuron', 'embryonic/larval neuron']
VFB_001015eo	['19297696']	['neuron', 'embryonic/larval neuron']
VFB_001015g1	['19300592']	['neuron', 'embryonic/larval neuron']
VFB_001015ep	['19297702']	['neuron', 'embryonic/larval neuron']
VFB_001015g2	['19457832']	['neuron', 'embryonic/larval neuron']
VFB_001015eq	['19297708']	['neuron', 'embryonic/larval neuron']
VFB_001015g3	['19457909']	['embryonic/larval neuron', 'neuron']
VFB_001015er	['19297714']	['neuron', 'embryonic/larval neuron']
VFB_001015g4	['19464836']	['embryonic/larval neuron', 'neuron']
VFB_001015ew	['19297744']	['neuron', 'embryonic/larval neuron']
VFB_001015g9	['19522202']	['embryonic/larval neuron', 'neuron']
VFB_001015ex	['19297782']	['embryonic/larval neuron', 'neuron']
VFB_001015ey	['19297821']	['embryonic/larval neuron', 'neuron']
VFB_001015ez	['19297828']	['neuron', 'embryonic/larval neuron']
VFB_001015fd	['19299776']	['embryonic/larval neuron', 'neuron']
VFB_001015fe	['19299782']	['neuron', 'embryonic/larval neuron']
VFB_001015ff	['19299788']	['embryonic/larval neuron', 'neuron']
VFB_001015fg	['19299794']	['embryonic/larval neuron', 'neuron']
VFB_001015fa	['19299746']	['embryonic/larval neuron', 'neuron']
VFB_001015fb	['19299758']	['embryonic/larval neuron', 'neuron']
VFB_001015fc	['19299770']	['neuron', 'embryonic/larval neuron']
VFB_001015fl	['19299835']	['embryonic/larval neuron', 'neuron']
VFB_001015fm	['19299841']	['embryonic/larval neuron', 'neuron']
VFB_001015fn	['19299852']	['embryonic/larval neuron', 'neuron']
VFB_001015fo	['19299858']	['neuron', 'embryonic/larval neuron']
VFB_001015fh	['19299805']	['neuron', 'embryonic/larval neuron']
VFB_001015fi	['19299811']	['embryonic/larval neuron', 'neuron']
VFB_001015fj	['19299817']	['neuron', 'embryonic/larval neuron']
VFB_001015fk	['19299829']	['embryonic/larval neuron', 'neuron']
VFB_00102084	['18371412']	['neuron']
VFB_00102087	['18620885']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00102086	['18440675']	['neuron']
VFB_00102081	['18347336']	['neuron']
VFB_00102080	['18329062']	['neuron']
VFB_00102083	['18356793']	['neuron']
VFB_00102082	['18354200']	['neuron']
VFB_00102089	['18630153']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00102088	['18625446']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00102090	['18679889']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00102096	['19180425']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00102095	['19099536']	['neuron']
VFB_00102098	['19431430']	['neuron']
VFB_00102312	['14045489']	['neuron', 'abdominal 2 VO4-6 motor neuron']
VFB_00102315	['19139253']	['abdominal 2 VO4-6 motor neuron', 'neuron']
VFB_00102184	['7992966']	['neuron', 'larval abdominal 1 A02e neuron']
VFB_00102183	['7987962']	['larval metathoracic A03g2 neuron', 'neuron']
VFB_00102186	['8263821']	['neuron']
VFB_00102180	['7280270']	['neuron', 'larval abdominal 1 A06c neuron']
VFB_00102182	['7934159']	['larval abdominal 1 A27n neuron', 'neuron']
VFB_00102181	['7867016']	['neuron']
VFB_00102188	['8899200']	['larval abdominal 1 A31b neuron', 'neuron']
VFB_00102187	['8688631']	['neuron', 'larval abdominal 1 eIN-5 neuron']
VFB_00102189	['9544992']	['larval abdominal 1 A01x3 neuron', 'neuron']
VFB_00102195	['10219170']	['larval abdominal 1 A27l neuron', 'neuron']
VFB_00102194	['10090269']	['larval abdominal 1 A27e neuron', 'neuron']
VFB_00102197	['10312570']	['larval abdominal 1 A01x2 neuron', 'neuron']
VFB_00102196	['10223572']	['larval abdominal 1 A27h neuron', 'neuron']
VFB_00102191	['10015769']	['neuron', 'larval abdominal 1 A27j neuron']
VFB_00102193	['10089252']	['neuron']
VFB_00102192	['10089193']	['neuron', 'larval abdominal 1 A03a6 neuron']
VFB_00102199	['10499711']	['neuron', 'larval abdominal 1 A27l neuron']
VFB_00102198	['10398171']	['larval abdominal 1 A27h neuron', 'neuron']
VFB_00102161	['4848300']	['neuron']
VFB_00102163	['4935973']	['larval abdominal 1 A10e neuron', 'neuron']
VFB_00102160	['4840830']	['larval metathoracic A01x2 neuron', 'neuron']
VFB_00102169	['5084467']	['larval abdominal 1 A01c2 neuron', 'neuron']
VFB_00102166	['4991402']	['neuron', 'larval abdominal 1 cholinergic lateral interneuron 2']
VFB_00102165	['4978454']	['larval abdominal 1 A19l neuron', 'neuron']
VFB_00102168	['5078760']	['larval abdominal 1 eIN-1 neuron', 'neuron']
VFB_00102167	['5057361']	['larval abdominal 1 A02i neuron', 'neuron']
VFB_00102173	['5358138']	['larval abdominal 1 A19l neuron', 'neuron']
VFB_00102172	['5298032']	['neuron', 'larval abdominal 1 iIN-1 neuron']
VFB_00102177	['6570401']	['neuron']
VFB_00102178	['6578062']	['larval abdominal 1 A02b neuron', 'neuron']
VFB_00102142	['4538681']	['larval abdominal 1 A03a3 neuron', 'neuron']
VFB_00102147	['4542822']	['larval abdominal 1 A06x1 neuron', 'neuron']
VFB_00102149	['4584506']	['neuron', 'larval metathoracic T01d2 neuron']
VFB_00102144	['4541202']	['neuron', 'larval abdominal 1 A10e neuron']
VFB_00102143	['4538738']	['neuron', 'larval abdominal 1 A23a neuron']
VFB_00102145	['4541716']	['neuron', 'larval abdominal 1 eIN-4 neuron']
VFB_00102151	['4725907']	['larval abdominal 1 A07f2 neuron', 'neuron']
VFB_00102150	['4717729']	['neuron', 'abdominal 2 VT1 motor neuron']
VFB_00102153	['4728865']	['larval abdominal 1 eIN-4 neuron', 'neuron']
VFB_00102158	['4789092']	['larval abdominal 1 A01j neuron', 'neuron']
VFB_00102155	['4730042']	['larval abdominal 1 cholinergic lateral interneuron 1', 'neuron']
VFB_00102157	['4732074']	['neuron', 'larval metathoracic T01d4 neuron']
VFB_00102156	['4731383']	['neuron', 'larval abdominal 1 eIN-3 neuron']
VFB_00102120	['4070588']	['neuron', 'larval abdominal 1 A18b2 neuron']
VFB_00102126	['4113612']	['neuron', 'larval abdominal 2 A14h neuron']
VFB_00102125	['4113533']	['larval abdominal 1 eIN-2 neuron', 'neuron']
VFB_00102128	['4123145']	['neuron', 'larval abdominal 1 A14e neuron']
VFB_00102127	['4121534']	['neuron']
VFB_00102122	['4101976']	['abdominal 1 VA2 motor neuron', 'neuron']
VFB_00102129	['4123487']	['neuron', 'larval metathoracic T01d2 neuron']
VFB_00102131	['4274364']	['abdominal 1 VA3 motor neuron', 'neuron']
VFB_00102130	['4124563']	['larval abdominal 1 A27n neuron', 'neuron']
VFB_00102136	['4386719']	['neuron', 'larval abdominal 1 Saaghi 2 neuron']
VFB_00102138	['4478328']	['neuron', 'larval abdominal 1 A06x1 neuron']
VFB_00102132	['4289773']	['neuron']
VFB_00102104	['4791651']	['abdominal 3 VL3/4 motor neuron', 'neuron']
VFB_00102103	['3546835']	['neuron', 'larval abdominal 1 A02n neuron']
VFB_00102106	['5904833']	['larval abdominal 1 A03a5 neuron', 'neuron']
VFB_00102105	['5297998']	['neuron', 'larval abdominal 1 A03a5 neuron']
VFB_00102100	['19731864']	['neuron']
VFB_00102102	['20152212']	['neuron']
VFB_00102101	['19816278']	['neuron']
VFB_00102115	['4028114']	['larval abdominal 1 LO1 motor neuron', 'neuron']
VFB_00102117	['4038469']	['larval abdominal 1 A14e neuron', 'neuron']
VFB_00102116	['4034528']	['neuron', 'larval abdominal 1 A06a neuron']
VFB_00102111	['19111930']	['abdominal 2 VL2 motor neuron', 'neuron']
VFB_00102113	['2798040']	['larval abdominal 1 A02i neuron', 'neuron']
VFB_00102112	['1100936']	['larval abdominal 1 A01j neuron', 'neuron']
VFB_00102085	['18403155']	['neuron']
VFB_00102097	['19341122']	['neuron']
VFB_00102092	['18833414']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00102091	['18785124']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00102094	['19042617']	['neuron']
VFB_00102093	['18934019']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00102099	['19470184']	['neuron']
VFB_00102289	['4543281']	['larval abdominal 1 eIN-5 neuron', 'neuron']
VFB_00102290	['4729046']	['larval abdominal 1 A23a neuron', 'neuron']
VFB_00102292	['4936149']	['neuron', 'larval abdominal 1 eIN-2 neuron']
VFB_00102291	['4881629']	['neuron']
VFB_00102261	['16257962']	['neuron', 'larval abdominal 1 A03a6 neuron']
VFB_00102260	['16240665']	['neuron']
VFB_00102263	['16433395']	['abdominal 2 DO5 motor neuron', 'neuron']
VFB_00102262	['16264802']	['abdominal 3 VL3/4 motor neuron', 'neuron']
VFB_00102269	['17904627']	['neuron', 'larval abdominal 1 A27j neuron']
VFB_00102268	['17435371']	['larval abdominal 1 Saaghi 1 neuron', 'neuron']
VFB_00102265	['16690920']	['larval abdominal 1 eIN-1 neuron', 'neuron']
VFB_00102264	['16515841']	['neuron', 'larval abdominal 1 cholinergic lateral interneuron 1']
VFB_00102267	['17071666']	['neuron', 'larval abdominal 1 A26f neuron']
VFB_00102266	['16713121']	['neuron']
VFB_00102272	['18425292']	['larval abdominal 1 A18b2 neuron', 'neuron']
VFB_00102270	['18145093']	['neuron', 'larval abdominal 1 A02g neuron']
VFB_00102279	['4104476']	['neuron', 'larval metathoracic T01d1 neuron']
VFB_00102278	['4102728']	['neuron']
VFB_00102277	['4071032']	['larval abdominal 1 A02f neuron', 'neuron']
VFB_00102241	['14199031']	['neuron', 'abdominal 2 DT1 motor neuron']
VFB_00102240	['14194703']	['neuron', 'abdominal 2 VL2 motor neuron']
VFB_00102246	['14242929']	['neuron', 'larval abdominal 1 A03a3 neuron']
VFB_00102249	['14858626']	['larval abdominal 1 A02e neuron', 'neuron']
VFB_00102248	['14826752']	['neuron', 'larval abdominal 1 eIN-3 neuron']
VFB_00102243	['14203725']	['neuron', 'abdominal 2 VO4/5 motor neuron']
VFB_00102242	['14199565']	['neuron', 'abdominal 2 ventral motor neuron']
VFB_00102244	['14206438']	['neuron']
VFB_00102250	['14866379']	['neuron', 'larval abdominal 1 A02h neuron']
VFB_00102252	['15094230']	['neuron']
VFB_00102251	['14866842']	['neuron', 'larval abdominal 1 A02g neuron']
VFB_00102258	['16181494']	['abdominal 2 DO4 motor neuron', 'neuron']
VFB_00102257	['16080562']	['abdominal 2 VT1 motor neuron', 'neuron']
VFB_00102259	['16226512']	['larval abdominal 1 A01c2 neuron', 'neuron']
VFB_00102254	['15290305']	['neuron']
VFB_00102253	['15233041']	['neuron', 'larval abdominal 1 A02b neuron']
VFB_00102256	['15571023']	['neuron', 'larval abdominal 1 A31k neuron']
VFB_00102255	['15290335']	['larval abdominal 1 A27e neuron', 'neuron']
VFB_00102225	['14046720']	['neuron', 'abdominal 2 V motor neuron']
VFB_00102224	['14045854']	['abdominal 2 DA3 motor neuron', 'neuron']
VFB_00102227	['14047554']	['neuron', 'abdominal 2 DO1 motor neuron']
VFB_00102226	['14047130']	['neuron']
VFB_00102221	['13331383']	['larval abdominal 1 A07f2 neuron', 'neuron']
VFB_00102220	['13258642']	['neuron', 'larval abdominal 1 A26f neuron']
VFB_00102223	['14045016']	['neuron']
VFB_00102222	['14044614']	['neuron', 'abdominal 2 ventral motor neuron']
VFB_00102229	['14047945']	['neuron', 'abdominal 2 LL1 motor neuron']
VFB_00102228	['14047760']	['neuron']
VFB_00102230	['14048287']	['neuron']
VFB_00102236	['14087339']	['abdominal 2 LL1 motor neuron', 'neuron']
VFB_00102235	['14087107']	['neuron']
VFB_00102238	['14088451']	['neuron', 'abdominal 2 DO2 motor neuron']
VFB_00102237	['14088149']	['abdominal 2 DA3 motor neuron', 'neuron']
VFB_00102232	['14048876']	['neuron', 'abdominal 2 VO3 motor neuron']
VFB_00102231	['14048538']	['abdominal 2 VO4/5 motor neuron', 'neuron']
VFB_00102234	['14086309']	['abdominal 2 DO4 motor neuron', 'neuron']
VFB_00102233	['14085813']	['abdominal 2 DO1 motor neuron', 'neuron']
VFB_00102239	['14194234']	['neuron']
VFB_00102203	['10855206']	['neuron', 'larval abdominal 1 A03g neuron']
VFB_00102202	['10678017']	['abdominal 2 V motor neuron', 'neuron']
VFB_00102205	['11065546']	['larval metathoracic Saaghi 3 neuron', 'neuron']
VFB_00102204	['10858401']	['neuron', 'larval abdominal 1 A06a neuron']
VFB_00102200	['10642320']	['larval abdominal 1 cholinergic lateral interneuron 2', 'neuron']
VFB_00102207	['12036009']	['larval abdominal 1 Saaghi 2 neuron', 'neuron']
VFB_00102206	['11106522']	['neuron', 'larval abdominal 1 A01x2 neuron']
VFB_00102209	['12683525']	['neuron', 'larval abdominal 1 A03a3 neuron']
VFB_00102208	['12096730']	['neuron', 'larval metathoracic A01x2 neuron']
VFB_00102216	['12944478']	['neuron', 'larval abdominal 1 A31k neuron']
VFB_00102210	['12704772']	['neuron', 'larval abdominal 1 A03a3 neuron']
VFB_00102211	['12705004']	['larval abdominal 1 A31b neuron', 'neuron']
VFB_00102217	['12953345']	['neuron', 'larval abdominal 1 A02f neuron']
VFB_00102219	['13058240']	['neuron', 'abdominal 1 dorsal motor neuron']
VFB_00102063	['17421902']	['neuron']
VFB_00102062	['17415439']	['neuron']
VFB_00102065	['17511972']	['neuron']
VFB_00102064	['17500791']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_00102061	['17415321']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_00102060	['17405603']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_00102067	['17608754']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00102066	['17587794']	['neuron']
VFB_00102069	['17698681']	['neuron']
VFB_00102068	['17651480']	['neuron']
VFB_00102074	['17721400']	['neuron']
VFB_00102073	['17718177']	['neuron', 'larval mushroom body second order output neuron']
VFB_00102076	['17951153']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00102075	['17816986']	['neuron']
VFB_00102070	['17706915']	['neuron']
VFB_00102072	['17717854']	['neuron']
VFB_00102071	['17716979']	['neuron']
VFB_00102078	['18231999']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00102077	['18225324']	['neuron']
VFB_00102079	['18239021']	['neuron']
VFB_00102041	['17213784']	['neuron']
VFB_00102040	['17096642']	['neuron', 'larval mushroom body feedforward neuron 28']
VFB_00102043	['17220054']	['neuron']
VFB_00102042	['17219367']	['neuron']
VFB_00102049	['17260593']	['neuron']
VFB_00102048	['17256674']	['neuron']
VFB_00102045	['17248923']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_00102044	['17225493']	['neuron']
VFB_00102047	['17254290']	['neuron']
VFB_00102046	['17254278']	['neuron']
VFB_00102052	['17267348']	['neuron']
VFB_00102051	['17267288']	['neuron']
VFB_00102054	['17369376']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_00102053	['17271471']	['neuron']
VFB_00102050	['17267282']	['neuron']
VFB_00102059	['17400231']	['neuron']
VFB_00102056	['17385045']	['neuron']
VFB_00102055	['17380936']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
