skid	name	paper_id	paper_name	FBbt_ID
3039	T1 leg motor neuron A4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3787	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3792	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3802	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3807	T1 leg motor neuron V1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3817	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3822	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3832	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
3837	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
6105	neuron 6106	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
6121	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
6653	T1 leg motor neuron V2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
6717	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
6767	giant fiber_right	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
7132	giant fiber_left	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
8564	T1 leg motor neuron V1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
8991	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
8995	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9000	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9004	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9008	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9012	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9016	neuron 9017	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9020	neuron 9021	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9024	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9028	T1 leg motor neuron L5 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9170	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9174	T1 leg motor neuron L2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9186	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9190	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9194	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9206	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9210	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9551	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9556	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9629	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9686	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9708	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9745	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9754	T1 leg motor neuron A3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9771	neuron 9772	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9796	T1 leg motor neuron A4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9841	neuron 9842	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9851	neuron 9852	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9856	T1 leg motor neuron A5 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9861	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9866	T1 leg motor neuron A4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9872	neuron 9873	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9877	T1 leg motor neuron A3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9882	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9887	T1 leg motor neuron A3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9892	neuron 9893	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9898	T1 leg motor neuron A2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9912	neuron 9913	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9928	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
9934	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10207	T1 leg motor neuron V4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10222	T1 leg motor neuron V4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10298	T1 leg motor neuron A2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10366	T1 leg motor neuron V3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10371	T1 leg motor neuron V6 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10376	T1 leg motor neuron V1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10384	T1 leg motor neuron V3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10392	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10406	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10413	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10423	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10525	T1 leg unclassified chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10530	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10535	neuron 10536	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10541	neuron 10542	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10546	neuron 10547	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10551	neuron 10552	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10556	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10561	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10566	neuron 10567	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10571	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10576	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10581	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10640	T1 leg unclassified chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10645	T1 leg unclassified chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10650	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10655	T1 leg claw chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10660	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10665	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10672	T1 leg unclassified chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10679	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10767	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10775	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10780	T1 leg motor neuron L2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10795	T1 leg motor neuron V4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10801	T1 leg motor neuron V6 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10812	wing motor neuron PDMN1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10828	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10840	T1 leg motor neuron A3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10970	T1 leg motor neuron L2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
10985	T1 leg motor neuron A4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11001	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11010	T1 leg motor neuron V1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11042	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11051	wing motor neuron ADMN3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11061	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11126	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11171	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11181	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11212	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11284	T1 leg motor neuron L2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11298	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11319	T1 leg motor neuron D1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11338	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11348	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11379	T1 leg motor neuron D2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11391	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11402	T1 leg motor neuron D2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11412	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11439	neuron 11440	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11467	T1 leg motor neuron L5 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11487	neuron 11488	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11492	neuron 11493	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11497	neuron 11498	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11596	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11607	wing motor neuron PDMN1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11615	wing motor neuron PDMN1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11656	T1 leg motor neuron A5 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11681	T1 leg motor neuron V5 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11697	neuron 11698	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11714	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11739	neuron 11740	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11743	neuron 11744	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11747	neuron 11748	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11769	neuron 11770	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11773	neuron 11774	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11786	T1 leg motor neuron V2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11791	T1 leg motor neuron V2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11796	T1 leg motor neuron V5 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11801	T1 leg motor neuron V1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11806	neuron 11807	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11811	neuron 11812	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11816	T1 leg motor neuron V1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11933	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
11943	T1 leg motor neuron A2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12238	T1 leg motor neuron A1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12242	T1 leg motor neuron L4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12256	T1 leg motor neuron L3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12261	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12266	T1 leg motor neuron V3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12274	T1 leg motor neuron A2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12320	T1 leg motor neuron V3 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12401	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12424	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12441	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12450	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12472	neuron 12473	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12602	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12637	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12707	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12735	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12766	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12781	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12785	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12802	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12821	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12916	peripherally synapsing interneuron_left	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12963	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
12989	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13012	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13018	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13024	T1 leg motor neuron D2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13030	T1 leg motor neuron D1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13035	T1 leg motor neuron D1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13044	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13048	T1 leg unclassified chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13053	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13069	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13078	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13094	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13169	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13188	neuron 13189	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13746	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13950	neck motor neuron C1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
13957	neck motor neuron C1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14561	neuron 14562	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14712	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14720	neuron 14721	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14766	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14820	neuron 14821	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14892	T1 leg club chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14897	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14905	neuron 14906	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14939	wing motor neuron PDMN1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14948	wing motor neuron PDMN1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
14969	neuron 14970	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15047	neuron 15048	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15083	wing motor neuron PDMN2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15098	neuron 15099	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15125	neuron 15126	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15163	neuron 15164	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15212	wing motor neuron PDMN1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15498	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15504	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15510	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15516	neck motor neuron D bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
15679	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16025	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16040	neuron 16041	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16045	neuron 16046	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16049	neuron 16050	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16054	neuron 16055	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16070	neuron 16071	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16184	T1 leg motor neuron L2 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16217	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16222	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16241	T1 leg motor neuron L4 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16581	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16681	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16704	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16754	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16759	T1 leg hook chordotonal neuron	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16764	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16769	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16801	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16810	T1 leg motor neuron L1 bundle	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16828	neuron 16829	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16832	neuron 16833	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
16850	neuron 16851	225888	Paper: Maniates-Selvin, Hildebrand, Graham et al. 2020	
