source_id	VFB_id	label	parent_classes	name_in_banc	name_in_flywire_fafb	name_in_hemibrain	name_in_male-cns	name_in_manc	name_in_neuprint_optic_lobe
16903	VFB_jrcv0d1j	TBD (MANC:16903)	['metathoracic accessory trochanter levator muscle motor neuron']				['Acc. tr flexor MN']		
36366790554	VFB_jrcv5wr7	SNtaxx_ProLN_L (MANC:36366790554)	['adult sensory neuron']				['LgLG8']		
44079	VFB_jrcv0y0f	IN14A008_T1_L (MANC:44079)	['adult IN14A115 neuron']				['IN14A115']		
22289	VFB_jrcv0h75	IN19B066_T2_R (MANC:22289)	['adult IN19B075 neuron']					['IN19B075']	
16140	VFB_jrcv0cgc	IN13A023_T2_R (MANC:16140)	['adult IN13A034 neuron']					['IN13A034']	
14444	VFB_jrcv0b58	AN08B048_T1_R (MANC:14444)	['adult AN08B049 neuron']	['AN08B049']					
24401	VFB_jrcv0itt	IN10B011_T2_R (MANC:24401)	['adult IN10B041 neuron']				['IN10B041']		
42845	VFB_jrcv0x25	SNta20_MetaLN_R (MANC:42845)	['adult SNta37 neuron']						
13545	VFB_jrcv0ag9	IN03A008_T1_L (MANC:13545)	['adult IN03A018 neuron']						
16390	VFB_jrcv0cna	IN23B007_T2_R (MANC:16390)	['adult IN23B023 neuron']						
31336	VFB_jrcv0o6g	SNta11_PDMN_R (MANC:31336)	['adult SNta09 neuron']						
33728	VFB_jrcv0q0w	SNxx12_AbN4_R (MANC:33728)	['adult SNxx16 neuron']					['SNxx16']	
18061	VFB_jrcv0dxp	AN19B040_T1_L (MANC:18061)	['adult AN19B044 neuron']				['AN19B044']		
33506	VFB_jrcv0puq	IN19A040_T3_L (MANC:33506)	['adult IN19A108 neuron']	['IN19A108']					
16748	VFB_jrcv0cx8	IN13A023_T2_L (MANC:16748)	['adult IN13A034 neuron']					['IN13A034']	
25776	VFB_jrcv0jw0	IN08A042_T1_R (MANC:25776)	['adult IN08A050 neuron']	['IN08A050']					
24679	VFB_jrcv0j1j	TBD (MANC:24679)	['descending neuron of the gnathal ganglion DNg11']		['DNg11']		['DNg11']		
22380	VFB_jrcv0h9o	IN01B008_T1_L (MANC:22380)	['adult IN01B027 neuron']				['IN01B027_b']		
158008	VFB_jrcv3dx4	IN16B009_T1_R (MANC:158008)	['adult IN16B042 neuron']						
13821	VFB_jrcv0anx	TBD (MANC:13821)	['adult INXXX231 neuron']						
23445	VFB_jrcv0i39	IN08A019_T2_R (MANC:23445)	['adult IN08A023 neuron']						
166407	VFB_jrcv3kef	IN20A.22A014_T3_R (MANC:166407)	['adult IN20A.22A049 neuron']				['IN20A.22A049']		
41302	VFB_jrcv0vva	SNta15_MetaLN_L (MANC:41302)	['adult SNta42 neuron']					['SNta42']	
31021	VFB_jrcv0nxp	IN01B012_T1_L (MANC:31021)	['adult IN01B086 neuron']						
22111	VFB_jrcv0h27	SNpp11_ADMN_L (MANC:22111)	['adult SNpp61 neuron']					['SNpp61']	
42996	VFB_jrcv0x6c	SNxxxx_AbN4_R (MANC:42996)	['adult SNxx05 neuron']					['SNxx05']	
18799	VFB_jrcv0ei7	IN13B020_T2_L (MANC:18799)	['adult IN13B033 neuron']	['IN13B033']					
48165	VFB_jrcv115x	SNta21_MesoLN_R (MANC:48165)	['adult SNta21 neuron']	['SNta21']					
33083	VFB_jrcv0piz	IN01B010_T2_L (MANC:33083)	['adult IN01B090 neuron']					['IN01B090']	
101878	VFB_jrcv26ly	TBD (MANC:101878)	['adult INXXX448 neuron']				['INXXX448']		
13634	VFB_jrcv0aiq	AN09B010_T2_L (MANC:13634)	['adult AN09B015 neuron']	['AN09B015']					
160049	VFB_jrcv3fht	SNta10_PDMN_R (MANC:160049)	['adult SNta09 neuron']						
18765	VFB_jrcv0eh9	TBD (MANC:18765)	['descending neuron of the gnathal ganglion DNg82']	['DNg82']					
14271	VFB_jrcv0b0f	IN05B026_T2_R (MANC:14271)	['adult IN05B061 neuron']	['IN05B061']					
20696	VFB_jrcv0fyw	IN13B025_T1_L (MANC:20696)	['adult IN13B070 neuron']	['IN13B070']					
22218	VFB_jrcv0h56	IN16B021_T2_R (MANC:22218)	['adult IN16B074 neuron']				['IN16B074']		
15280	VFB_jrcv0bsg	TBD (MANC:15280)	['descending neuron of the gnathal ganglion DNg48']	['DNg48']	['DNg48']				
11959	VFB_jrcv0987	TBD (MANC:11959)	['descending neuron of the gnathal ganglion DNg98']		['DNg98']		['DNg98']		
21793	VFB_jrcv0gtd	IN19A020_T2_L (MANC:21793)	['adult IN19A048 neuron']	['IN19A048']					
19064	VFB_jrcv0epk	IN09A021_T2_R (MANC:19064)	['adult IN09A039 neuron']					['IN09A039']	
15155	VFB_jrcv0boz	TBD (MANC:15155)	['adult DNxl068 neuron']					['DNxl068']	
11578	VFB_jrcv08xm	IN13B003_T3_L (MANC:11578)	['adult IN13B009 neuron']				['IN13B009']		
76280	VFB_jrcv1muw	SNtaxx_ProLN_R (MANC:76280)	['adult SNta29 neuron']				['SNta29']		
15009	VFB_jrcv0bkx	SNpp08_ADMN_R (MANC:15009)	['adult SNxx25 neuron']	['SNxx25']					
21921	VFB_jrcv0gwx	IN20A.22A011_T2_R (MANC:21921)	['adult IN20A.22A023 neuron']	['IN20A.22A023']					
11072	VFB_jrcv08jk	TBD (MANC:11072)	['descending neuron outside of the brain DNx01']		['DNx01']		['DNx01']		
16379	VFB_jrcv0cmz	IN20A.22A006_T2_L (MANC:16379)	['adult IN20A.22A009 neuron']				['IN20A.22A009']		
10822998667	VFB_jrcv4b2g	SNch14_MetaLN_L (MANC:10822998667)	['adult SNch10 neuron']				['SNch10']		
31964	VFB_jrcv0onw	SNch13_ProLN_L (MANC:31964)	['adult SNch14 neuron']				['LgLG7']		
15323	VFB_jrcv0btn	IN16B013_T3_R (MANC:15323)	['adult IN16B096 neuron']				['IN16B096']		
13344	VFB_jrcv0aao	AN12B004_T2_L (MANC:13344)	['adult AN12B017 neuron']	['AN12B017']					
192299	VFB_jrcv44dn	TBD (MANC:192299)	['mesothoracic tibial depressor motor neuron', 'lineage 15 secondary neuron']	['tibia_flexor']					
10419793217	VFB_jrcvmmgh	SNchxx_MetaLN_R (MANC:10419793217)	['adult sensory neuron']				['LgLG8']		
16869	VFB_jrcv0d0l	IN05B015_T1_L (MANC:16869)	['lineage 5 secondary neuron', 'adult fruitless vPR7 neuron']						
11925	VFB_jrcv0979	IN09A005_T1_L (MANC:11925)	['adult IN09A006 neuron']					['IN09A006']	
10192	VFB_jrcv07v4	IN19A008_T1_L (MANC:10192)	['adult IN19A003 neuron']				['IN19A003']		
15422	VFB_jrcv0bwe	IN02A012_T1_L (MANC:15422)	['adult IN02A015 neuron']				['IN02A015']		
11830	VFB_jrcv094m	TBD (MANC:11830)	['adult MNad13 neuron']				['MNad13']		
15779	VFB_jrcv0c6b	AN08B085_T3_L (MANC:15779)	['adult AN08B071 neuron']					['AN08B071']	
15525	VFB_jrcv0bz9	IN04B017_T3_R (MANC:15525)	['adult IN04B031 neuron']				['IN04B031']		
14139	VFB_jrcv0awr	IN01B008_T3_L (MANC:14139)	['adult IN01B027 neuron']				['IN01B027_b']		
187526	VFB_jrcv40p2	SNtaxx_ProLN_L (MANC:187526)	['adult sensory neuron']				['LgLG8']		
13100	VFB_jrcv0a3w	IN06A018_T2_R (MANC:13100)	['adult IN06A018 neuron']					['IN06A018']	
22996	VFB_jrcv0hqs	IN03A013_T1_R (MANC:22996)	['adult IN03A087 neuron']					['IN03A087']	
42192	VFB_jrcv0wk0	TBD (MANC:42192)	['adult DNxn115 neuron']						
17790	VFB_jrcv0dq6	IN12B013_T1_R (MANC:17790)	['adult IN12B027 neuron']	['IN12B027']					
24408	VFB_jrcv0iu0	IN04B023_T1_R (MANC:24408)	['adult IN04B101 neuron']					['IN04B101']	
13725	VFB_jrcv0al9	TBD (MANC:13725)	['adult MNad56 neuron']						
12383	VFB_jrcv09jz	TBD (MANC:12383)	['NB3-5 lineage neuron', 'adult fruitless vAB3 (male) neuron']					['AN09B017']	
13767	VFB_jrcv0amf	SNpp32_DMetaN_L (MANC:13767)	['adult SNpp34 neuron']						
38848	VFB_jrcv0tz4	SNta05_ADMN_R (MANC:38848)	['adult mechanosensory neuron']	['SNtaxx']					
170231	VFB_jrcv3ncn	IN01A080_T3_L (MANC:170231)	['adult IN01A082 neuron']				['IN01A082']		
15074	VFB_jrcv0bmq	TBD (MANC:15074)	['descending neuron of the gnathal ganglion DNg95']				['DNg95']		
20011	VFB_jrcv0ffv	TBD (MANC:20011)	['adult IN07B061 neuron']				['IN07B061']		
15935	VFB_jrcv0can	IN00A031_A4_M (MANC:15935)	['adult IN00A027 neuron']				['IN00A027']		
38219	VFB_jrcv0thn	IN09A019_T1_R (MANC:38219)	['adult IN09A027 neuron']					['IN09A027']	
25927	VFB_jrcv0k07	IN20A.22A012_T2_L (MANC:25927)	['adult IN20A.22A021 neuron']						
39733	VFB_jrcv0unp	IN13B031_T1_L (MANC:39733)	['adult IN13B097 neuron']				['IN13B097']		
49227	VFB_jrcv11zf	SNch10_MetaLN_R (MANC:49227)	['adult SNch11 neuron']				['SNch11']		
21883	VFB_jrcv0gvv	IN02A030_T3_L (MANC:21883)	['adult IN02A038 neuron']				['IN02A038']		
10244	VFB_jrcv07wk	IN03B009_T2_R (MANC:10244)	['wing contralaterally projecting haltere interneuron', 'NB7-1 Notch OFF hemilineage primary neuron']	['w-cHIN']					
23034	VFB_jrcv0hru	AN10B010_T2_L (MANC:23034)	['adult AN10B034 neuron']				['AN10B034']		
37768	VFB_jrcv0t54	SNta05_ADMN_L (MANC:37768)	['adult mechanosensory neuron']	['SNtaxx']					
49037	VFB_jrcv11u5	SNch08_ProLN_L (MANC:49037)	['adult SNch07 neuron']	['SNch07']					
29533	VFB_jrcv0msd	IN08A035_T2_R (MANC:29533)	['adult IN08A041 neuron']	['IN08A041']					
26868	VFB_jrcv0kqc	IN01A075_T1_R (MANC:26868)	['adult IN01A078 neuron']						
160299	VFB_jrcv3for	IN03B081_T1_R (MANC:160299)	['adult IN03B092 neuron']					['IN03B092']	
18582	VFB_jrcv0ec6	SNpp16_PrN_R (MANC:18582)	['adult prosternal sense organ neuron']					['neck hair plate sensory neuron']	
18044	VFB_jrcv0dx8	IN12B014_T2_L (MANC:18044)	['adult IN12B029 neuron']	['IN12B029']					
64335	VFB_jrcv1dn3	SNta24_ProLN_L (MANC:64335)	['adult SNta30 neuron']					['SNta30']	
27529	VFB_jrcv0l8p	IN09A025_T3_L (MANC:27529)	['adult IN09A055 neuron']				['IN09A055']		
21440	VFB_jrcv0gjk	TBD (MANC:21440)	['adult DNfl032 neuron']					['DNfl032']	
29612	VFB_jrcv0muk	IN21A042_T3_R (MANC:29612)	['adult IN21A099 neuron']				['IN21A099']		
72494	VFB_jrcv1jxq	SNppxx_ProLN_L (MANC:72494)	['adult sensory neuron', 'proprioceptive sensory neuron']				['LgLG8'], ['SNppxx']		
17350	VFB_jrcv0ddy	IN13A017_T2_R (MANC:17350)	['adult IN13A032 neuron']					['IN13A032']	
20161	VFB_jrcv0fk1	IN19A025_T1_R (MANC:20161)	['adult IN19A059 neuron']	['IN19A059']					
21767	VFB_jrcv0gsn	IN12B009_T3_R (MANC:21767)	['adult IN12B026 neuron']	['IN12B026']					
22215	VFB_jrcv0h53	TBD (MANC:22215)	['prothoracic sternal anterior rotator muscle motor neuron']	['sternal_anterior_rotator_miller_31']					
28909	VFB_jrcv0mb1	AN19B085_T3_R (MANC:28909)	['adult AN19B101 neuron']				['AN19B101']		
157415	VFB_jrcv3dgn	TBD (MANC:157415)	['adult INXXX437 neuron']				['INXXX437']		
18762	VFB_jrcv0eh6	IN06A062_T1_L (MANC:18762)	['adult IN06A082 neuron']					['IN06A082']	
37255	VFB_jrcv0sqv	SNxx09_AbN4_R (MANC:37255)	['adult SNxx06 neuron']					['SNxx06']	
13712	VFB_jrcv0akw	IN21A022_T1_L (MANC:13712)	['adult IN21A024 neuron']					['IN21A024']	
11647	VFB_jrcv08zj	TBD (MANC:11647)	['adult DNxn163 neuron']					['DNxn163']	
175492	VFB_jrcv3res	SNtaxx_ProLN_L (MANC:175492)	['adult SNta30 neuron']					['SNta30']	
14028	VFB_jrcv0ato	IN13B010_T3_L (MANC:14028)	['adult IN13B017 neuron']						
32493	VFB_jrcv0p2l	TBD (MANC:32493)	['adult DNut039 neuron']						
33988	VFB_jrcv0q84	SNta03_ADMN_L (MANC:33988)	['adult mechanosensory neuron']	['SNtaxx']					
13397	VFB_jrcv0ac5	TBD (MANC:13397)	['prothoracic tibial depressor motor neuron', 'NB2-3 lineage neuron']	['tibia_flexor']					
178012	VFB_jrcv3tcs	SNxx05_AbN4_R (MANC:178012)	['adult SNxx05 neuron']					['SNxx05']	
11949	VFB_jrcv097x	IN13B005_T2_R (MANC:11949)	['adult IN13B011 neuron']					['IN13B011']	
10291	VFB_jrcv07xv	TBD (MANC:10291)	['adult DNxl134 neuron']						
22949	VFB_jrcv0hph	IN11B022_T2_R (MANC:22949)	['adult IN11B017 neuron']	['IN11B017']					
25760	VFB_jrcv0jvk	IN13B026_T1_R (MANC:25760)	['adult IN13B072 neuron']	['IN13B072']					
158815	VFB_jrcv3ejj	IN06B044_T2_L (MANC:158815)	['adult IN06B047 neuron']				['IN06B047']		
53259	VFB_jrcv153f	SNta19_ProLN_L (MANC:53259)	['adult SNta40 neuron']					['SNta40']	
42609	VFB_jrcv0wvl	TBD (MANC:42609)	['descending neuron of the gnathal ganglion DNg10']		['DNg10']		['DNg10']		
30039	VFB_jrcv0n6f	SNta10_PDMN_L (MANC:30039)	['adult SNta02 neuron']					['SNta02']	
31004	VFB_jrcv0nx8	IN10B017_T3_R (MANC:31004)	['adult IN10B057 neuron']	['IN10B057']					
39081	VFB_jrcv0u5l	SNch06_MesoLN_L (MANC:39081)	['adult SNch05 neuron']				['LgLG3b']		
38301	VFB_jrcv0tjx	SNta17_MetaLN_R (MANC:38301)	['adult SNta37 neuron']						
34557	VFB_jrcv0qnx	IN02A047_T3_R (MANC:34557)	['adult IN02A062 neuron']						
15121	VFB_jrcv0bo1	AN09B026_A2_R (MANC:15121)	['adult AN09B034 neuron']				['AN09B034']		
21611	VFB_jrcv0gob	IN14A003_T3_R (MANC:21611)	['adult IN14A042 neuron']						
46421	VFB_jrcv0zth	SNta17_MetaLN_L (MANC:46421)	['adult SNta43 neuron']					['SNta43']	
45522	VFB_jrcv0z4i	SNta20_MetaLN_R (MANC:45522)	['adult SNta37 neuron']						
12001	VFB_jrcv099d	IN18B011_T2_R (MANC:12001)	['adult IN18B016 neuron']	['IN18B016']					
20890	VFB_jrcv0g4a	IN12A041_T2_R (MANC:20890)	['hemilineage 12A secondary neuron', 'adult fruitless vMS12 neuron']	['vMS12']					
14821	VFB_jrcv0bfp	IN00A013_T3_M (MANC:14821)	['adult IN00A011 neuron']				['IN00A011']		
15991	VFB_jrcv0cc7	SNppxx_PrN_L (MANC:15991)	['adult prosternal sense organ neuron']					['neck hair plate sensory neuron']	
13578	VFB_jrcv0ah6	IN13A003_T2_L (MANC:13578)	['adult IN13A009 neuron']						
37299	VFB_jrcv0ss3	SNch06_MesoLN_L (MANC:37299)	['adult SNch05 neuron']				['LgLG3b']		
24174	VFB_jrcv0ini	IN20A.22A021_T2_R (MANC:24174)	['adult IN20A.22A065 neuron']	['IN20A.22A065']					
43592	VFB_jrcv0xmw	SAch09_ProLN_L (MANC:43592)	['adult SAch01 neuron']				['LgAG9']		
18272	VFB_jrcv0e3k	TBD (MANC:18272)	['adult INXXX329 neuron']					['INXXX329']	
21342	VFB_jrcv0ggu	IN03A007_T1_L (MANC:21342)	['adult IN03A061 neuron']				['IN03A061']		
48997	VFB_jrcv11t1	SNta24_MetaLN_L (MANC:48997)	['adult SNta29 neuron']				['SNta29']		
21537	VFB_jrcv0gm9	IN03B057_T2_R (MANC:21537)	['adult IN03B058 neuron']						
22869	VFB_jrcv0hn9	IN11B021_T2_L (MANC:22869)	['adult IN11B016 neuron']	['IN11B016']					
10559	VFB_jrcv085b	IN17A001_T2_L (MANC:10559)	['adult IN17A001 neuron']				['IN17A001']		
10337	VFB_jrcv07z5	IN02A002_T3_L (MANC:10337)	['adult IN02A003 neuron']	['IN02A003']					
21098	VFB_jrcv0ga2	IN09A027_T1_R (MANC:21098)	['adult IN09A045 neuron']				['IN09A045']		
154814	VFB_jrcv3bge	IN01B015_T1_R (MANC:154814)	['adult IN01B082 neuron']					['IN01B082']	
11012	VFB_jrcv08hw	TBD (MANC:11012)	['descending neuron of the posterior brain DNp22']	['DNp22']	['DNp22']				
62135	VFB_jrcv1bxz	SNta24_ProLN_R (MANC:62135)	['adult SNta30 neuron']					['SNta30']	
22918	VFB_jrcv0hom	AN12B017_T1_L (MANC:22918)	['adult AN12B060 neuron']						
14063	VFB_jrcv0aun	TBD (MANC:14063)	['adult ANXXX145 neuron']						
21851	VFB_jrcv0guz	IN20A.22A021_T2_R (MANC:21851)	['adult IN20A.22A036 neuron']				['IN20A.22A036']		
35741	VFB_jrcv0rkt	AN10B012_T1_L (MANC:35741)	['adult AN10B046 neuron']				['AN10B046']		
17177	VFB_jrcv0d95	IN03A009_T2_L (MANC:17177)	['adult IN03A047 neuron']				['IN03A047']		
40825	VFB_jrcv0vi1	IN23B027_T3_R (MANC:40825)	['adult IN23B090 neuron']				['IN23B090']		
24191	VFB_jrcv0inz	IN14A008_T1_L (MANC:24191)	['adult IN14A078 neuron']	['IN14A078']					
15384	VFB_jrcv0bvc	AN08B038_T3_L (MANC:15384)	['adult AN08B034 neuron']						
14045	VFB_jrcv0au5	AN08B023_T1_L (MANC:14045)	['adult AN08B024 neuron']						
163051	VFB_jrcv3ht7	IN11B026_T2_L (MANC:163051)	['adult IN11B021 neuron']				['IN11B021_d']		
19696	VFB_jrcv0f74	IN13A028_T3_R (MANC:19696)	['adult IN13A054 neuron']					['IN13A054']	
20431	VFB_jrcv0frj	IN03A009_T2_L (MANC:20431)	['adult IN03A058 neuron']				['IN03A058']		
155039	VFB_jrcv3bmn	IN20A.22A021_T3_R (MANC:155039)	['adult IN20A.22A073 neuron']				['IN20A.22A073']		
11087	VFB_jrcv08jz	IN01A059_A5_R (MANC:11087)	['adult IN01A061 neuron']	['IN01A061']					
38136	VFB_jrcv0tfc	SNxx05_AbN4_L (MANC:38136)	['adult SNxx04 neuron']	['SNxx04']					
36690	VFB_jrcv0sb6	IN20A.22A027_T3_R (MANC:36690)	['adult IN20A.22A090 neuron']						
12457	VFB_jrcv09m1	IN01A032_T2_L (MANC:12457)	['adult IN01A032 neuron']	['IN01A032']					
12855	VFB_jrcv09x3	TBD (MANC:12855)	['descending neuron of the posterior brain DNp103']					['DNp103']	
32001	VFB_jrcv0oox	TBD (MANC:32001)	['descending neuron of the gnathal ganglion DNg92']					['DNut032']	
47705	VFB_jrcv10t5	SNxx16_AbN3_L (MANC:47705)	['adult SNxx03 neuron']	['SNxx03']					
23780	VFB_jrcv0ick	IN01B012_T2_R (MANC:23780)	['adult IN01B092 neuron']	['IN01B092']					
22180	VFB_jrcv0h44	AN12B023_T1_L (MANC:22180)	['adult AN12B076 neuron']						
11606	VFB_jrcv08ye	IN21A008_T2_R (MANC:11606)	['adult IN21A009 neuron']				['IN21A009']		
19182	VFB_jrcv0esu	TBD (MANC:19182)	['descending neuron of the gnathal ganglion DNg02']						
12619	VFB_jrcv09qj	TBD (MANC:12619)	['adult DNxl115 neuron']						
37871	VFB_jrcv0t7z	IN00A082_T3_M (MANC:37871)	['adult IN00A069 neuron']	['IN00A069']					
10603	VFB_jrcv086j	AN05B010_T1_R (MANC:10603)	['adult AN05B006 neuron']					['AN05B006']	
32906	VFB_jrcv0pe2	IN09A035_T3_R (MANC:32906)	['adult IN09A090 neuron']						
26808	VFB_jrcv0koo	IN21A041_T1_L (MANC:26808)	['adult IN21A073 neuron']					['IN21A073']	
26302	VFB_jrcv0kam	SNta03_ADMN_R (MANC:26302)	['adult mechanosensory neuron']	['SNtaxx']					
13223	VFB_jrcv0a7b	IN01B001_T2_R (MANC:13223)	['adult IN01B002 neuron']						
17270	VFB_jrcv0dbq	IN19B038_A2_L (MANC:17270)	['adult IN19B068 neuron']						
79060	VFB_jrcv1p04	SNta15_MesoLN_R (MANC:79060)	['adult SNta42 neuron']					['SNta42']	
159727	VFB_jrcv3f8v	SNxx16_AbN4_L (MANC:159727)	['adult SNxx03 neuron']	['SNxx03']					
6708678997	VFB_jrcvmpy3	SNta21_MetaLN_L (MANC:6708678997)	['adult SNta21 neuron']	['SNta21']					
17482	VFB_jrcv0dhm	IN20A.22A012_T3_R (MANC:17482)	['adult IN20A.22A019 neuron']					['IN20A.22A019']	
21316	VFB_jrcv0gg4	IN11B021_T2_R (MANC:21316)	['adult IN11B016 neuron']	['IN11B016']					
12147	VFB_jrcv09df	TBD (MANC:12147)	['adult ANXXX086 neuron']						
204275	VFB_jrcv4dmb	IN19A012_A1_L (MANC:204275)	['adult IN19A026 neuron']					['IN19A026']	
147826	VFB_jrcv362a	SNtaxx_ProLN_R (MANC:147826)	['adult SNta41 neuron']					['SNta41']	
24632	VFB_jrcv0j08	IN03B076_T1_L (MANC:24632)	['adult IN03B086 neuron']						
26724	VFB_jrcv0kmc	SNpp46_MesoLN_R (MANC:26724)	['adult SNta33 neuron']	['SNta33']					
65476	VFB_jrcv1eis	SNppxx_ProLN_R (MANC:65476)	['proprioceptive sensory neuron', 'adult sensory neuron']				['SNppxx'], ['LgLG8']		
25959	VFB_jrcv0k13	IN20A.22A020_T1_R (MANC:25959)	['adult IN20A.22A056 neuron']	['IN20A.22A056']					
23132	VFB_jrcv0huk	IN06A045_T1_R (MANC:23132)	['adult IN06A059 neuron']				['IN06A059']		
20492	VFB_jrcv0ft8	IN09A021_T3_R (MANC:20492)	['adult IN09A039 neuron']					['IN09A039']	
76168	VFB_jrcv1mrs	SNtaxx_MesoLN_L (MANC:76168)	['adult SNta29 neuron']				['SNta29']		
23783	VFB_jrcv0icn	SNxx08_AbN4_L (MANC:23783)	['adult SNch01 neuron']						
14371	VFB_jrcv0b37	TBD (MANC:14371)	['adult INXXX211 neuron']						
21763	VFB_jrcv0gsj	IN08B107_T3_R (MANC:21763)	['adult IN08B092 neuron']						
23069	VFB_jrcv0hst	IN12A022_T2_L (MANC:23069)	['adult fruitless vMS12 neuron', 'NB6-1 lineage neuron']	['vMS12']					
101068	VFB_jrcv25zg	SNch06_ProLN_R (MANC:101068)	['adult SNch05 neuron']				['LgLG3b']		
12901	VFB_jrcv09yd	IN03A001_T1_R (MANC:12901)	['adult IN03A013 neuron']	['IN03A013']					
23957	VFB_jrcv0ihh	IN08A022_T2_R (MANC:23957)	['adult IN08A026 neuron']						
33744	VFB_jrcv0q1c	IN14A001_T1_R (MANC:33744)	['adult IN14A090 neuron']					['IN14A090']	
13952	VFB_jrcv0ark	TBD (MANC:13952)	['NB2-3 lineage primary neuron']						
10109	VFB_jrcv07st	IN27X001_T3_R (MANC:10109)	['adult IN27X002 neuron']						
25320	VFB_jrcv0jjc	AN19B089_T3_R (MANC:25320)	['adult AN19B104 neuron']	['AN19B104']					
26387	VFB_jrcv0kcz	AN07B077_A1_L (MANC:26387)	['adult AN07B089 neuron']					['AN07B089']	
26320	VFB_jrcv0kb4	IN20A.22A020_T1_R (MANC:26320)	['adult IN20A.22A056 neuron']	['IN20A.22A056']					
59001	VFB_jrcv19ix	SNta19_ProLN_R (MANC:59001)	['adult SNta44 neuron']	['SNta44']					
16456	VFB_jrcv0cp4	IN05B015_T1_R (MANC:16456)	['lineage 5 secondary neuron', 'adult fruitless vPR7 neuron']						
13591	VFB_jrcv0ahj	IN04B017_T2_R (MANC:13591)	['adult IN04B027 neuron']					['IN04B027']	
16785	VFB_jrcv0cy9	IN08A018_T2_R (MANC:16785)	['adult IN08A011 neuron']						
14959	VFB_jrcv0bjj	IN23B012_T3_L (MANC:14959)	['adult IN23B032 neuron']	['IN23B032']					
34087	VFB_jrcv0qav	SNta05_ADMN_R (MANC:34087)	['adult mechanosensory neuron']	['SNtaxx']					
19588	VFB_jrcv0f44	IN19B056_T2_L (MANC:19588)	['adult IN19B062 neuron']				['IN19B062']		
21143	VFB_jrcv0gbb	SNxx15_AbNT_L (MANC:21143)	['adult SNxx12 neuron']					['SNxx12']	
96565	VFB_jrcv22id	TBD (MANC:96565)	['metathoracic intracoxal trochanter levator muscle motor neuron']	['metathoracic trochanter flexor muscle motor neuron']					
175497	VFB_jrcv3rex	SNta22_ProLN_L (MANC:175497)	['adult SNta25 neuron']	['SNta25']					
27473	VFB_jrcv0l75	IN01B013_T3_R (MANC:27473)	['adult IN01B078 neuron']						
