filename	label	is_a	part_of	dbxrefs	synonyms
4195469	Multiglomerular lALT l2PN#R4 (skeleton_id:4195469)	neuron	female organism|adult brain	catmaid_fafb:4195469	Multiglomerular lALT l2PN VP1m+VM7d+VM7v+9 LTS 0.87 4195470 RJVR
4207871	Uniglomerular mALT DA1 lPN#L1 (skeleton_id:4207871)	neuron	female organism|adult brain	catmaid_fafb:4207871	Uniglomerular mALT DA1 lPN 4207872 RJVR
4215506	LHPV4a5#1 (skeleton_id:4215506)	neuron	female organism|adult brain	catmaid_fafb:4215506	LHPV4a5#1 4215507 Valjean SD
4267053	WEDPN1A#3 (skeleton_id:4267053)	neuron	female organism|adult brain	catmaid_fafb:4267053	WEDPN1A#3 4267054 I BELIEVE IN ME SD RJVR
4280558	WEDPN1B#1 (skeleton_id:4280558)	neuron	female organism|adult brain	catmaid_fafb:4280558	WEDPN1B#1 4280559 SD RJVR Today I found a soma
4340854	Uniglomerular mlALT DL2d vPN#R2 (skeleton_id:4340854)	neuron	female organism|adult brain	catmaid_fafb:4340854	Uniglomerular mlALT DL2d vPN Kahlo 4340855 ASB SD
4467245	Uniglomerular mALT VA1v adPN#L5 (skeleton_id:4467245)	neuron	female organism|adult brain	catmaid_fafb:4467245	Uniglomerular mALT VA1v adPN 4467246 RJVR
4491591	Multiglomerular mlALT vPN#R61 (skeleton_id:4491591)	neuron	female organism|adult brain	catmaid_fafb:4491591	Multiglomerular mlALT vPN VA6+VA1d+DC2+3 LTS 0.94 4491592 RJVR GSXEJ
4494818	Uniglomerular mALT D adPN#L3 (skeleton_id:4494818)	neuron	female organism|adult brain	catmaid_fafb:4494818	Uniglomerular mALT D adPN 4494819 ARJ RJVR
4494848	Uniglomerular mALT DL2v adPN#L2 (skeleton_id:4494848)	neuron	female organism|adult brain	catmaid_fafb:4494848	Uniglomerular mALT DL2v adPN dbock 4494849 ARJ
4494870	Uniglomerular mALT VM5d adPN#L5 (skeleton_id:4494870)	neuron	female organism|adult brain	catmaid_fafb:4494870	Uniglomerular mALT VM5d adPN 4494871
4494902	Uniglomerular mALT VC3l adPN#L3 (skeleton_id:4494902)	neuron	female organism|adult brain	catmaid_fafb:4494902	Uniglomerular mALT VC3l adPN 4494903 XZ
4494955	Uniglomerular mALT DL2v adPN#L3 (skeleton_id:4494955)	neuron	female organism|adult brain	catmaid_fafb:4494955	Uniglomerular mALT DL2v adPN 4494956 XZ
4494998	Uniglomerular mALT VM5d adPN#L4 (skeleton_id:4494998)	neuron	female organism|adult brain	catmaid_fafb:4494998	Uniglomerular mALT VM5d adPN 4494999
4495013	Uniglomerular mALT VA7l adPN#L1 (skeleton_id:4495013)	neuron	female organism|adult brain	catmaid_fafb:4495013	Uniglomerular mALT VA7l adPN 4495014 ARJ ECM MC
4507894	Uniglomerular mlALT VL2p vPN#L1 (skeleton_id:4507894)	neuron	female organism|adult brain	catmaid_fafb:4507894	Uniglomerular mlALT VL2p vPN 4507895
4513533	LHAD1b2#5 (skeleton_id:4513533)	neuron	female organism|adult brain	catmaid_fafb:4513533	LHAD1b2#5 4513534 Hamburger CMM
4564401	Uniglomerular mALT DC2 adPN#L2 (skeleton_id:4564401)	neuron	female organism|adult brain	catmaid_fafb:4564401	Uniglomerular mALT DC2 adPN 4564402 RJVR
4586967	Uniglomerular mALT VC3l adPN#L1 (skeleton_id:4586967)	neuron	female organism|adult brain	catmaid_fafb:4586967	Uniglomerular mALT VC3l adPN 4586968 RJVR XZ
4624321	Multiglomerular mlALT vPN#R10 (skeleton_id:4624321)	neuron	female organism|adult brain	catmaid_fafb:4624321	Multiglomerular mlALT vPN VA4+DA1+VA1d+2 LTS 0.96 4624322 RJVR
4624325	Uniglomerular mlALT DC4 vPN#R1 (skeleton_id:4624325)	neuron	female organism|adult brain	catmaid_fafb:4624325	Uniglomerular mlALT DC4 vPN 4624326 RJVR
4624334	Multiglomerular mlALT vPN#R17 (skeleton_id:4624334)	neuron	female organism|adult brain	catmaid_fafb:4624334	Multiglomerular mlALT vPN VM7d+DM2+VM5d+2 LTS 0.94 4624335 RJVR
4624338	Multiglomerular mlALT vPN#R22 (skeleton_id:4624338)	neuron	female organism|adult brain	catmaid_fafb:4624338	Multiglomerular mlALT vPN DM3+DC4+DC2+1 LTS 0.96 4624339 ASB PS
4624346	Multiglomerular mlALT vPN#R8 (skeleton_id:4624346)	neuron	female organism|adult brain	catmaid_fafb:4624346	Multiglomerular mlALT vPN DP1m+DP1l+DL2d+4 LTS 0.91 4624347 PS
4624362	Multiglomerular mlALT vPN#R21 (skeleton_id:4624362)	neuron	female organism|adult brain	catmaid_fafb:4624362	Multiglomerular mlALT vPN VM3+VC4+VA2 LTS 0.97 4624363 RJVR
4624374	Uniglomerular mlALT VM2 vPN#R3 (skeleton_id:4624374)	neuron	female organism|adult brain	catmaid_fafb:4624374	Uniglomerular mlALT VM2 vPN 4624375 ASB
4624378	Multiglomerular mlALT vPN#R39 (skeleton_id:4624378)	neuron	female organism|adult brain	catmaid_fafb:4624378	Multiglomerular mlALT vPN VM7d+VM5d+DC4+6 LTS 0.92 4624379 RJVR
4631791	Multiglomerular mlALT vPN#R43 (skeleton_id:4631791)	neuron	female organism|adult brain	catmaid_fafb:4631791	Multiglomerular mlALT vPN DA2+VP1m+VP1l+2 LTS 0.93 4631792 ASB PS
4632023	Multiglomerular mlALT vPN#R53 (skeleton_id:4632023)	neuron	female organism|adult brain	catmaid_fafb:4632023	Multiglomerular mlALT vPN VP1d+VP1m+VP1l LTS 0.96 4632024 PS
4632091	Uniglomerular mlALT DP1l vPN#R1 (skeleton_id:4632091)	neuron	female organism|adult brain	catmaid_fafb:4632091	Uniglomerular mlALT DP1l vPN 4624559 ASB PS
4632101	Multiglomerular mlALT vPN#R42 (skeleton_id:4632101)	neuron	female organism|adult brain	catmaid_fafb:4632101	Multiglomerular mlALT vPN VM7v+DC4+DA2+2 LTS 0.94 4632102 ASB
4632128	Multiglomerular mlALT vPN#R12 (skeleton_id:4632128)	neuron	female organism|adult brain	catmaid_fafb:4632128	Multiglomerular mlALT vPN VA3+VC4+VM5v+5 LTS 0.92 4632129 RJVR
4632208	Multiglomerular mlALT vPN#R14 (skeleton_id:4632208)	neuron	female organism|adult brain	catmaid_fafb:4632208	Multiglomerular mlALT vPN DC4+VA7l+VA5+9 LTS 0.85 4632209 PS
4662243	Multiglomerular mlALT vPN#R52 (skeleton_id:4662243)	neuron	female organism|adult brain	catmaid_fafb:4662243	Multiglomerular mlALT vPN VM7v+VC4+DC2+1 LTS 0.95 4662244 ASB ZM
4671556	Biglomerular t10-lALT VP5 + VP3 l2PN#R1 (skeleton_id:4671556)	neuron	female organism|adult brain	catmaid_fafb:4671556	Biglomerular t10-lALT VP3 + VP5 l2PN 4671557 ZM ECM
4672476	WEDPN5#1 (skeleton_id:4672476)	neuron	female organism|adult brain	catmaid_fafb:4672476	WEDPN5#1 4672477 Flamingo PMJ
4672650	Uniglomerular t10-lALT VP5 l2PN#R1 (skeleton_id:4672650)	neuron	female organism|adult brain	catmaid_fafb:4672650	Uniglomerular t10-lALT VP5 l2PN 4672651 ZM ECM
4744251	LHAD1b2#1 (skeleton_id:4744251)	neuron	female organism|adult brain	catmaid_fafb:4744251	LHAD1b2#1 4744252 Home World JJ ZM
4812228	Uniglomerular mlALT DL2d vPN#R1 (skeleton_id:4812228)	neuron	female organism|adult brain	catmaid_fafb:4812228	Uniglomerular mlALT DL2d vPN 4812229 RJVR SD
4869882	Uniglomerular t10-lALT VP3+ l2PN bilateral#R2 (skeleton_id:4869882)	neuron	female organism|adult brain	catmaid_fafb:4869882	Uniglomerular t10-lALT VP3+ l2PN bilateral 4869883 ECM
4876532	Biglomerular t10-lALT VP5 + VP2 l2PN#R1 (skeleton_id:4876532)	neuron	female organism|adult brain	catmaid_fafb:4876532	Biglomerular t10-lALT VP5 + VP2 l2PN 4876533 RJVR
4905365	Multiglomerular t4-mALT spPN#R1 (skeleton_id:4905365)	neuron	female organism|adult brain	catmaid_fafb:4905365	Multiglomerular t4-mALT spPN DP1l+DM4+VA4+17 LTS 0.75 4905366 RJVR ZM
4926877	Multiglomerular mlALT vPN#R60 (skeleton_id:4926877)	neuron	female organism|adult brain	catmaid_fafb:4926877	Multiglomerular mlALT vPN VA3+VA4+DL2v+6 LTS 0.88 Spouse of Nibelung 4926878 RJVR
4927529	Multiglomerular mlALT vPN#R26 (skeleton_id:4927529)	neuron	female organism|adult brain	catmaid_fafb:4927529	Multiglomerular mlALT vPN VM3+DM3+VC4+2 LTS 0.95 4927530 RJVR
4946872	WEDPN6A#1 (skeleton_id:4946872)	neuron	female organism|adult brain	catmaid_fafb:4946872	WEDPN6A#1 4946873 Red Kite ASB SD
4946893	WEDPN2B#1 (skeleton_id:4946893)	neuron	female organism|adult brain	catmaid_fafb:4946893	WEDPN2B#1 4946894 RJVR SD Lucy Parsons
4947032	WEDPN7A#1 (skeleton_id:4947032)	neuron	female organism|adult brain	catmaid_fafb:4947032	WEDPN7A#1 4947033 Crane SD
4949516	Multiglomerular mlALT vPN#R25 (skeleton_id:4949516)	neuron	female organism|adult brain	catmaid_fafb:4949516	Multiglomerular mlALT vPN DM3+DC4+VM7v LTS 0.98 Fish sauce 4949517 ASB RJVR
4954519	Multiglomerular mlALT vPN#R58 (skeleton_id:4954519)	neuron	female organism|adult brain	catmaid_fafb:4954519	Multiglomerular mlALT vPN VP1m+VC1+DC2+5 LTS 0.9 4954520 SD ECM
4954525	Multiglomerular lALT imPN#2 (skeleton_id:4954525)	neuron	female organism|adult brain	catmaid_fafb:4954525	Multiglomerular lALT imPN VM5v+VM1+VA7l+24 LTS 0.56 4954526 SD ZM
4970161	LHAD1b2#2 (skeleton_id:4970161)	neuron	female organism|adult brain	catmaid_fafb:4970161	LHAD1b2#2 4970162 The Fresno Drop RT & CMM
5002989	WEDPN1A#4 (skeleton_id:5002989)	neuron	female organism|adult brain	catmaid_fafb:5002989	WEDPN1A#4 5002990 RJVR PDP
5019352	Uniglomerular mlALT DM4 vPN#R1 (skeleton_id:5019352)	neuron	female organism|adult brain	catmaid_fafb:5019352	Uniglomerular mlALT DM4 vPN Carpal Tunnel 5019353 RJVR
5030649	LHAD1b2#3 (skeleton_id:5030649)	neuron	female organism|adult brain	catmaid_fafb:5030649	LHAD1b2#3 5030650 Chop Suey CMM
5031366	LHAD1b2#4 (skeleton_id:5031366)	neuron	female organism|adult brain	catmaid_fafb:5031366	LHAD1b2#4 5031367 Kinetograph CMM
5169854	Multiglomerular mALT lvPN#R34 (skeleton_id:5169854)	neuron	female organism|adult brain	catmaid_fafb:5169854	Multiglomerular mALT lvPN VL1+DL4+VM4+3 LTS 0.93 5169855
5217967	Uniglomerular mlALT DL2v vPN#R1 (skeleton_id:5217967)	neuron	female organism|adult brain	catmaid_fafb:5217967	Uniglomerular mlALT DL2v vPN 5217968 ASB RJVR
5269364	Uniglomerular mALT DL1 adPN#L1 (skeleton_id:5269364)	neuron	female organism|adult brain	catmaid_fafb:5269364	Uniglomerular mALT DL1 adPN 5269365 GSXEJ
5305037	Uniglomerular mALT DL1 adPN#L2 (skeleton_id:5305037)	neuron	female organism|adult brain	catmaid_fafb:5305037	Uniglomerular mALT DL1 adPN 5305038 ARJ
5341336	LHAV3a1#1 (skeleton_id:5341336)	neuron	female organism|adult brain	catmaid_fafb:5341336	LHAV3a1#1 5341337 PS
5471515	Uniglomerular t5-mlALT VP3 vPN#R1 (skeleton_id:5471515)	neuron	female organism|adult brain	catmaid_fafb:5471515	Uniglomerular t5-mlALT VP3 vPN 562645 GSXEJ
5485737	Multiglomerular mlALT vPN#R28 (skeleton_id:5485737)	neuron	female organism|adult brain	catmaid_fafb:5485737	Multiglomerular mlALT vPN VA6+DA4l+VC1+4 LTS 0.92 5485738 LH ASB
5494609	Multiglomerular mALT lvPN#R10 (skeleton_id:5494609)	neuron	female organism|adult brain	catmaid_fafb:5494609	Multiglomerular mALT lvPN VM3+DM3+DM1+5 LTS 0.93 5494610 PS
5672990	Uniglomerular lALT VP2 l2PN#R1 (skeleton_id:5672990)	neuron	female organism|adult brain	catmaid_fafb:5672990	Uniglomerular lALT VP2 l2PN 5672991 ECM
5676478	LHPV5c2#1 (skeleton_id:5676478)	neuron	female organism|adult brain	catmaid_fafb:5676478	LHPV5c2#1 5676479 Tawny Owl ASB
5806820	LHPV5a5#1 (skeleton_id:5806820)	neuron	female organism|adult brain	catmaid_fafb:5806820	LHPV5a5#1 5806821 Covenant ASB
5807209	LHPV5a1#6 (skeleton_id:5807209)	neuron	female organism|adult brain	catmaid_fafb:5807209	LHPV5a1#6 5807210 Hot Breath ARJ
5807241	LHPV5d3#2 (skeleton_id:5807241)	neuron	female organism|adult brain	catmaid_fafb:5807241	LHPV5d3#2 5807242 Make Good Decisions GSXEJ
5807249	LHPV5d3#1 (skeleton_id:5807249)	neuron	female organism|adult brain	catmaid_fafb:5807249	LHPV5d3#1 5807250 Jean-Claude ARJ
5807269	LHPV5d3#3 (skeleton_id:5807269)	neuron	female organism|adult brain	catmaid_fafb:5807269	LHPV5d3#3 5807270 Disgraced Tennis Player ARJ ASB
5807321	LHPV5a1#7 (skeleton_id:5807321)	neuron	female organism|adult brain	catmaid_fafb:5807321	LHPV5a1#7 5807322 Unicum Zwack ARJ
5810932	WEDPN7A#2 (skeleton_id:5810932)	neuron	female organism|adult brain	catmaid_fafb:5810932	WEDPN7A#2 5810933 PMJ RJVR
5918547	LHPV4a4#5 (skeleton_id:5918547)	neuron	female organism|adult brain	catmaid_fafb:5918547	LHPV4a4#1 5918548 Jasmine SD
5937632	LHPV5a1#2 (skeleton_id:5937632)	neuron	female organism|adult brain	catmaid_fafb:5937632	LHPV5a1#2 5937633 Blood Pact ASB
5946848	Biglomerular t10-lALT VP5 + VP2 l2PN#R2 (skeleton_id:5946848)	neuron	female organism|adult brain	catmaid_fafb:5946848	Biglomerular t10-lALT VP5 + VP2 l2PN 5946849 ECM
6082926	WEDPN7C#1 (skeleton_id:6082926)	neuron	female organism|adult brain	catmaid_fafb:6082926	WEDPN7C#1 6082927 Marga PDP
6536624	LHAD1b1#1 (skeleton_id:6536624)	neuron	female organism|adult brain	catmaid_fafb:6536624	LHAD1b1#1 6536625 
6622015	Multiglomerular mlALT vPN#R51 (skeleton_id:6622015)	neuron	female organism|adult brain	catmaid_fafb:6622015	Multiglomerular mlALT vPN VM7d+DC2+DM4+2 LTS 0.94 6622016 ASB
6649190	Multiglomerular t-mALT l2PN#R1 (skeleton_id:6649190)	neuron	female organism|adult brain	catmaid_fafb:6649190	Multiglomerular t-mALT l2PN VL1+DC3+VL2p+5 LTS 0.92 6649191 JS ET
6695923	Uniglomerular mlALT DP1m vPN#R1 (skeleton_id:6695923)	neuron	female organism|adult brain	catmaid_fafb:6695923	Uniglomerular mlALT DP1m vPN Ketchup 6695924 RJVR
6696675	Multiglomerular mlALT vPN#R36 (skeleton_id:6696675)	neuron	female organism|adult brain	catmaid_fafb:6696675	Multiglomerular mlALT vPN VC2+VM2+VA3+7 LTS 0.91 6696676 ASB
6698696	Multiglomerular mlALT vPN#R27 (skeleton_id:6698696)	neuron	female organism|adult brain	catmaid_fafb:6698696	Multiglomerular mlALT vPN DL4+DA4l+VC1+2 LTS 0.93 6698697 ASB
6699444	Multiglomerular mlALT vPN#R48 (skeleton_id:6699444)	neuron	female organism|adult brain	catmaid_fafb:6699444	Multiglomerular mlALT vPN DA2+VM7v+DC2+2 LTS 0.94 6699445 MMC
6700447	Multiglomerular mlALT vPN#R9 (skeleton_id:6700447)	neuron	female organism|adult brain	catmaid_fafb:6700447	Multiglomerular mlALT vPN DP1m+DL5+DM4+1 LTS 0.95 6700448 RJVR KS
6701307	Multiglomerular mlALT vPN#R24 (skeleton_id:6701307)	neuron	female organism|adult brain	catmaid_fafb:6701307	Multiglomerular mlALT vPN VC4+VM3+VM5d+1 LTS 0.95 6701308 ASB RJVR
6701319	Multiglomerular mlALT vPN#R23 (skeleton_id:6701319)	neuron	female organism|adult brain	catmaid_fafb:6701319	Multiglomerular mlALT vPN VC4+VM3+VA2 LTS 0.97 6701320 ECM RJVR
6702019	Multiglomerular mlALT vPN#R13 (skeleton_id:6702019)	neuron	female organism|adult brain	catmaid_fafb:6702019	Multiglomerular mlALT vPN VA3+VA4+DL2v+5 LTS 0.89 6702020 ASB RJVR
6825565	LHPV4a4#4 (skeleton_id:6825565)	neuron	female organism|adult brain	catmaid_fafb:6825565	LHPV4a4#2 6825566 Wigeon ASB
6967069	Multiglomerular mlALT vPN#R3 (skeleton_id:6967069)	neuron	female organism|adult brain	catmaid_fafb:6967069	Multiglomerular mlALT vPN DA3+DA2+VM7v+4 LTS 0.92 6967070 RJVR
7017522	Multiglomerular t10-lALT l2PN#R1 (skeleton_id:7017522)	neuron	female organism|adult brain	catmaid_fafb:7017522	Multiglomerular t10-lALT l2PN VP3+VP5+VP2 LTS 0.97 7017523 ECM
7481072	WEDPN8C#2 (skeleton_id:7481072)	neuron	female organism|adult brain	catmaid_fafb:7481072	WEDPN8C#2 7481073 RJVR
7483643	LHPV4a2#1 (skeleton_id:7483643)	neuron	female organism|adult brain	catmaid_fafb:7483643	LHPV4a2#1 7483644 Igloo ASB
7712104	Uniglomerular mALT VC3m lvPN#L1 (skeleton_id:7712104)	neuron	female organism|adult brain	catmaid_fafb:7712104	Uniglomerular mALT VC3m lvPN 7712105 XZ
8406430	Multiglomerular t10-mALT l2PN#R1 (skeleton_id:8406430)	neuron	female organism|adult brain	catmaid_fafb:8406430	Multiglomerular t10-lALT l2PN VC5+VP5+VP2+2 LTS 0.94 8406431 JSP
8566851	Multiglomerular lALT lv2PN#R1 (skeleton_id:8566851)	neuron	female organism|adult brain	catmaid_fafb:8566851	Multiglomerular lALT lv2PN VA1d+VA1v+VP3+5 LTS 0.93 Esme Weatherwax 8566852 PS
8715672	Multiglomerular t2-mALT ilPN#R1 (skeleton_id:8715672)	neuron	female organism|adult brain	catmaid_fafb:8715672	Multiglomerular t2-mALT ilPN DA2+DL4+DA4l+19 LTS 0.69 bilateral 8715673 ECM
8777795	Multiglomerular t5-lALT spPN#R1 (skeleton_id:8777795)	neuron	female organism|adult brain	catmaid_fafb:8777795	Multiglomerular t5-lALT spPN DM4+VC1+VP2+9 LTS 0.84 Tarnhelm 8777796 SAC FS 
8825246	Multiglomerular t3-mALT l2PN#R2 (skeleton_id:8825246)	neuron	female organism|adult brain	catmaid_fafb:8825246	Multiglomerular t3-mALT l2PN VC5+VM1+VP2+4 LTS 0.92 8825247 RJVR ARH
9008431	Uniglomerular mALT VM1 lPN#L1 (skeleton_id:9008431)	neuron	female organism|adult brain	catmaid_fafb:9008431	Uniglomerular mALT VM1 lPN 9008432 MT
9206583	WEDPN8B#1 (skeleton_id:9206583)	neuron	female organism|adult brain	catmaid_fafb:9206583	WEDPN8B#1 9206584 same pnt PDP
9206998	WEDPN8C#3 (skeleton_id:9206998)	neuron	female organism|adult brain	catmaid_fafb:9206998	WEDPN8C#3 9206999 Tristan PDP
9249174	WEDPN2B#2 (skeleton_id:9249174)	neuron	female organism|adult brain	catmaid_fafb:9249174	WEDPN2B#2 9249175 Gregory Seneca Xerxes Eugene Jefferis RJVR ASB PDP
9290368	Uniglomerular mALT VA5 lPN#L3 (skeleton_id:9290368)	neuron	female organism|adult brain	catmaid_fafb:9290368	Uniglomerular mALT VA5 lPN 9290369 ND
9589676	Uniglomerular mALT VC4 adPN#L2 (skeleton_id:9589676)	neuron	female organism|adult brain	catmaid_fafb:9589676	Uniglomerular mALT VC4 adPN 9589677 XZ
9599181	Uniglomerular mALT VM7d adPN#L2 (skeleton_id:9599181)	neuron	female organism|adult brain	catmaid_fafb:9599181	Uniglomerular mALT VM7d adPN 9599182 LB XZ
9719939	Uniglomerular mALT VM7d adPN#L3 (skeleton_id:9719939)	neuron	female organism|adult brain	catmaid_fafb:9719939	Uniglomerular mALT VM7d adPN 9719940 RJVR XZ
9806717	Uniglomerular mALT VM2 adPN#L1 (skeleton_id:9806717)	neuron	female organism|adult brain	catmaid_fafb:9806717	Uniglomerular mALT VM2 adPN 9806718 ECM
9899909	Uniglomerular mALT DM3 adPN#L1 (skeleton_id:9899909)	neuron	female organism|adult brain	catmaid_fafb:9899909	Uniglomerular mALT DM3 adPN 9899910 ECM LB
9900451	Uniglomerular mALT VA5 lPN#L2 (skeleton_id:9900451)	neuron	female organism|adult brain	catmaid_fafb:9900451	Uniglomerular mALT VA5 lPN 9900452 ECM LB
9901677	Uniglomerular mALT VC3l adPN#L2 (skeleton_id:9901677)	neuron	female organism|adult brain	catmaid_fafb:9901677	Uniglomerular mALT VC3l adPN 9901678 LB XZ
10078400	Multiglomerular mALT l2PN#R5 (skeleton_id:10078400)	neuron	female organism|adult brain	catmaid_fafb:10078400	Multiglomerular mALT l2PN VP5+VP3+VP1l+3 LTS 0.93 10078401 FML ASB ECM
10138363	Uniglomerular mALT VA1d adPN#L1 (skeleton_id:10138363)	neuron	female organism|adult brain	catmaid_fafb:10138363	Uniglomerular mALT VA1d adPN 10138364 RT
10155401	Uniglomerular mALT VA1d adPN#L3 (skeleton_id:10155401)	neuron	female organism|adult brain	catmaid_fafb:10155401	Uniglomerular mALT VA1d adPN 10155402 RT
10205688	Uniglomerular mALT VC2 lPN#L1 (skeleton_id:10205688)	neuron	female organism|adult brain	catmaid_fafb:10205688	Uniglomerular mALT VC2 lPN 10205689 BM XZ
10533089	Uniglomerular mALT VM7d adPN#L1 (skeleton_id:10533089)	neuron	female organism|adult brain	catmaid_fafb:10533089	Uniglomerular mALT VM7d adPN 10533090 XZ
10537555	Uniglomerular mALT DM6 adPN#L1 (skeleton_id:10537555)	neuron	female organism|adult brain	catmaid_fafb:10537555	Uniglomerular mALT DM6 adPN (Cell No. 1) 10537556 CF
10537635	Uniglomerular mALT DM6 adPN#L2 (skeleton_id:10537635)	neuron	female organism|adult brain	catmaid_fafb:10537635	Uniglomerular mALT DM6 adPN (Cell No. 2) 10537636 SAC
10538081	Uniglomerular mALT VM7v adPN#L2 (skeleton_id:10538081)	neuron	female organism|adult brain	catmaid_fafb:10538081	Uniglomerular mALT VM7v adPN (Cell No. 3) 10538082 CF
10538493	Uniglomerular mALT DL2d adPN#L5 (skeleton_id:10538493)	neuron	female organism|adult brain	catmaid_fafb:10538493	Uniglomerular mALT DL2d adPN (Cell No. 4) 10538494 SAC XZ
10541812	Uniglomerular mALT VM5d adPN#L1 (skeleton_id:10541812)	neuron	female organism|adult brain	catmaid_fafb:10541812	Uniglomerular mALT VM5d adPN SAC (Cell No. 5) 10541813
10541930	Uniglomerular mALT DL2d adPN#L2 (skeleton_id:10541930)	neuron	female organism|adult brain	catmaid_fafb:10541930	Uniglomerular mALT DL2d adPN (Cell No. 6) 10541931 CF XZ
10932520	Uniglomerular mlALT VL1 vPN#L1 (skeleton_id:10932520)	neuron	female organism|adult brain	catmaid_fafb:10932520	Uniglomerular mlALT VL1 vPN Famalam 10932521 IFMT XZ
11067958	Uniglomerular mALT D adPN#L2 (skeleton_id:11067958)	neuron	female organism|adult brain	catmaid_fafb:11067958	Uniglomerular mALT D adPN 11067959 XZ
11085462	Uniglomerular mALT VC4 adPN#L1 (skeleton_id:11085462)	neuron	female organism|adult brain	catmaid_fafb:11085462	Uniglomerular mALT VC4 adPN 11085463 XZ
11109412	Uniglomerular mlALT VL2a vPN#L1 (skeleton_id:11109412)	neuron	female organism|adult brain	catmaid_fafb:11109412	Uniglomerular mlALT VL2a vPN 11109413
11234968	Uniglomerular t10-lALT VP3+l2PN#R1 (skeleton_id:11234968)	neuron	female organism|adult brain	catmaid_fafb:11234968	Uniglomerular t10-lALT VP3+ l2PN 11234969 PS
11519370	LHAD1a1#1 (skeleton_id:11519370)	neuron	female organism|adult brain	catmaid_fafb:11519370	LHAD1a1#1 11519371 Synchronize Your Dogmas ASB
11519759	LHCENT9#1 (skeleton_id:11519759)	neuron	female organism|adult brain	catmaid_fafb:11519759	LHCENT9#1 11519760 Fen Tiger CH ASB
11519897	LHCENT5#1 (skeleton_id:11519897)	neuron	female organism|adult brain	catmaid_fafb:11519897	LHCENT5#1 11519898 Capaldi RJVR
11522498	LHPV5a1#3 (skeleton_id:11522498)	neuron	female organism|adult brain	catmaid_fafb:11522498	LHPV5a1#3 11522499 Giric ASB
11522927	LHPV4a1#1 (skeleton_id:11522927)	neuron	female organism|adult brain	catmaid_fafb:11522927	LHPV4a1#1 11522928 Valerie SD
11524119	Uniglomerular lALT VP1m l2PN#R1 (skeleton_id:11524119)	neuron	female organism|adult brain	catmaid_fafb:11524119	Uniglomerular lALT VP1m l2PN 65701 AJ ECM
11524190	LHAV4a1#1 (skeleton_id:11524190)	neuron	female organism|adult brain	catmaid_fafb:11524190	LHAV4a1#1 11524191 DM1 Centric 1 ASB
11524386	LHPV4a3#1 (skeleton_id:11524386)	neuron	female organism|adult brain	catmaid_fafb:11524386	LHPV4a3#1 11524387 Marshall SD
11524508	LHPV2c1#2 (skeleton_id:11524508)	neuron	female organism|adult brain	catmaid_fafb:11524508	LHPV2c1#2 11524509 FML Grassy - downstream of DL4
11543484	LHCENT3#1 (skeleton_id:11543484)	neuron	female organism|adult brain	catmaid_fafb:11543484	LHCENT3#1 11543485 Safety Pin CMM
11543519	LHAV2d1#1 (skeleton_id:11543519)	neuron	female organism|adult brain	catmaid_fafb:11543519	LHAV2d1#1 11543520 GSXEJ RJVR Joffrey
11544074	Uniglomerular mALT DL1 adPN#R2 (skeleton_id:11544074)	neuron	female organism|adult brain	catmaid_fafb:11544074	Uniglomerular mALT DL1 adPN 27304 JMR
11544121	Uniglomerular mALT VM7d adPN#R2 (skeleton_id:11544121)	neuron	female organism|adult brain	catmaid_fafb:11544121	Uniglomerular mALT VM7d adPN 40791 BH
11545702	LHPV12a1#1 (skeleton_id:11545702)	neuron	female organism|adult brain	catmaid_fafb:11545702	LHPV12a1#1 11545703 AJ
11545803	LHAV3f1#1 (skeleton_id:11545803)	neuron	female organism|adult brain	catmaid_fafb:11545803	LHAV3f1#1 11545804 RJVR Ouroboros
11546775	Multiglomerular t6-mALT smPN#R1 (skeleton_id:11546775)	neuron	female organism|adult brain	catmaid_fafb:11546775	Multiglomerular t6-mALT smPN VP1m+DC2+VP2+17 LTS 0.8 bilateral Punishment King 1402861 MEB RJVR
11964657	Uniglomerular mALT VM7v adPN#L1 (skeleton_id:11964657)	neuron	female organism|adult brain	catmaid_fafb:11964657	Uniglomerular mALT VM7v adPN 11964658
12070989	Multiglomerular lALT imPN#1 (skeleton_id:12070989)	neuron	female organism|adult brain	catmaid_fafb:12070989	Multiglomerular lALT imPN VM5v+DL2d+VA7l+24 LTS 0.57 lALT Eponine 1340264 SD
12202011	Uniglomerular mALT D adPN#L1 (skeleton_id:12202011)	neuron	female organism|adult brain	catmaid_fafb:12202011	Uniglomerular mALT D adPN 12202012 GD Anna
12202021	Uniglomerular mALT DL2v adPN#L4 (skeleton_id:12202021)	neuron	female organism|adult brain	catmaid_fafb:12202021	Uniglomerular mALT DL2v adPN 12202022
12202025	Uniglomerular mALT VM2 adPN#L2 (skeleton_id:12202025)	neuron	female organism|adult brain	catmaid_fafb:12202025	Uniglomerular mALT VM2 adPN horse 12202026 XZ
12718438	Uniglomerular mALT DC3 adPN#L2 (skeleton_id:12718438)	neuron	female organism|adult brain	catmaid_fafb:12718438	Uniglomerular mALT DC3 adPN 12718439 XZ
12773180	Uniglomerular mALT VM5v adPN#L1 (skeleton_id:12773180)	neuron	female organism|adult brain	catmaid_fafb:12773180	Uniglomerular mALT VM5v adPN 12773181 XZ
