filename	label	is_a	part_of	comment	dbxrefs
493091	neuron 18544 (FANC:493091)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493091|catmaid_fanc:18543
493107	neuron 12402 (FANC:493107)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left-right homologs 83815 & 12402, right T1 leg nerve, skeleton, leaves through damage, right soma	catmaid_fanc_JRC2018VF:493107|catmaid_fanc:12401
493133	neuron 18554 (FANC:493133)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493133|catmaid_fanc:18553
493149	neuron 10367 (FANC:493149)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron V3 bundle, left soma, left T1 ventral nerve, skeleton	catmaid_fanc_JRC2018VF:493149|catmaid_fanc:10366
493167	neuron 18563 (FANC:493167)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L7 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493167|catmaid_fanc:18562
493184	neuron 2180 (FANC:493184)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left-right homologs 476 & 2180, right T1 leg nerve, skeleton, right soma, leaves through damage	catmaid_fanc_JRC2018VF:493184|catmaid_fanc:2179
493205	neuron 10372 (FANC:493205)	neuron|adult motor neuron|prothoracic leg muscle motor neuron	female organism|adult nervous system	T1 leg motor neuron V6 bundle, left-right homologs 10372 & 10802, skeleton, left soma, left T1 ventral nerve	catmaid_fanc_JRC2018VF:493205|catmaid_fanc:10371
493228	neuron 10377 (FANC:493228)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron V1 bundle, left-right homologs 10377 & 3808, left T1 ventral nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493228|catmaid_fanc:10376
493254	neuron 12425 (FANC:493254)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left-right homologs 8992 & 12425, right T1 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493254|catmaid_fanc:12424
493274	neuron 18572 (FANC:493274)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L12 bundle, left-right homologs 42036 & 18572, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493274|catmaid_fanc:18571
493293	neuron 10385 (FANC:493293)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron V3 bundle, left T1 ventral nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493293|catmaid_fanc:10384
493314	neuron 18581 (FANC:493314)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493314|catmaid_fanc:18580
493330	neuron 10393 (FANC:493330)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left-right homologs 10393 & 12767, left T1 leg nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493330|catmaid_fanc:10392
493350	neuron 12442 (FANC:493350)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, leaves through damage, right soma, skeleton, right T1 leg nerve	catmaid_fanc_JRC2018VF:493350|catmaid_fanc:12441
493369	neuron 18590 (FANC:493369)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493369|catmaid_fanc:18589
493388	neuron 12451 (FANC:493388)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, right T1 leg nerve, skeleton, leaves through damage, right soma	catmaid_fanc_JRC2018VF:493388|catmaid_fanc:12450
493408	neuron 2212 (FANC:493408)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron V4 bundle, left-right homologs 10223 & 2212, right T1 ventral nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493408|catmaid_fanc:2211
493431	neuron 10407 (FANC:493431)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left-right homologs 10407 & 12822, left T1 leg nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493431|catmaid_fanc:10406
493453	neuron 2216 (FANC:493453)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron A3 bundle, left-right homologs 9888 & 2216, right T1 accessory nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493453|catmaid_fanc:2215
493479	neuron 18599 (FANC:493479)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493479|catmaid_fanc:18598
493495	neuron 2220 (FANC:493495)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron A3 bundle, left-right homologs 9878 & 2220, right T1 accessory nerve, skeleton, right soma, leaves through damage	catmaid_fanc_JRC2018VF:493495|catmaid_fanc:2219
493519	neuron 10414 (FANC:493519)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left-right homologs 10414 & 48239, left T1 leg nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493519|catmaid_fanc:10413
493544	neuron 18608 (FANC:493544)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493544|catmaid_fanc:18607
493560	neuron 99449 (FANC:493560)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L15 bundle, right T3 leg nerve, posterior soma, right soma	catmaid_fanc_JRC2018VF:493560|catmaid_fanc:112817
493579	neuron 106676 (FANC:493579)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, left soma, left T3 leg nerve	catmaid_fanc_JRC2018VF:493579|catmaid_fanc:106675
493596	neuron 10424 (FANC:493596)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron L1 bundle, left T1 leg nerve, skeleton, left soma, left-right homologs 10424 & 16223	catmaid_fanc_JRC2018VF:493596|catmaid_fanc:10423
493614	neuron 18617 (FANC:493614)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493614|catmaid_fanc:18616
493629	neuron 69816 (FANC:493629)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L6 bundle, left T2 leg nerve, left soma, skeleton	catmaid_fanc_JRC2018VF:493629|catmaid_fanc:69815
493645	neuron 2236 (FANC:493645)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron D1 bundle, left-right homologs 13031 & 2236, right T1 dorsal nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493645|catmaid_fanc:2235
493666	neuron 106682 (FANC:493666)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L18 bundle, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:493666|catmaid_fanc:106681
493684	neuron 18623 (FANC:493684)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:493684|catmaid_fanc:18622
493703	neuron 99843 (FANC:493703)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:493703|catmaid_fanc:112831
493719	neuron 96449 (FANC:493719)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L1 bundle, skeleton, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:493719|catmaid_fanc:96448
493735	neuron 99206 (FANC:493735)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L18 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:493735|catmaid_fanc:112843
493751	neuron 116941 (FANC:493751)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L16 bundle, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:493751|catmaid_fanc:116940
493768	neuron 69842 (FANC:493768)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, left T2 leg nerve, left soma, skeleton	catmaid_fanc_JRC2018VF:493768|catmaid_fanc:69841
493784	neuron 99467 (FANC:493784)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L15 bundle, right soma, posterior soma, right T3 leg nerve	catmaid_fanc_JRC2018VF:493784|catmaid_fanc:112855
493801	neuron 65755 (FANC:493801)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, left T2 leg nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493801|catmaid_fanc:65754
493817	neuron 69854 (FANC:493817)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L6 bundle, left T2 leg nerve, left soma, skeleton	catmaid_fanc_JRC2018VF:493817|catmaid_fanc:69853
493833	neuron 65763 (FANC:493833)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, left T2 leg nerve, skeleton, left soma	catmaid_fanc_JRC2018VF:493833|catmaid_fanc:65762
493849	neuron 96483 (FANC:493849)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L1 bundle, skeleton, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:493849|catmaid_fanc:96482
493865	neuron 99979 (FANC:493865)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:493865|catmaid_fanc:112869
493881	neuron 99348 (FANC:493881)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L14 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:493881|catmaid_fanc:112881
493897	neuron 69878 (FANC:493897)	neuron|mesothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T2 leg motor neuron, T2 leg motor neuron L1 bundle, right T2 leg nerve, right soma, skeleton	catmaid_fanc_JRC2018VF:493897|catmaid_fanc:69877
493913	neuron 100630 (FANC:493913)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:493913|catmaid_fanc:112893
493929	neuron 117001 (FANC:493929)	neuron|adult motor neuron	female organism|adult nervous system	skeleton, haltere motor neuron, left first abdominal nerve, haltere motor neuron T3 H1 bundle, left soma	catmaid_fanc_JRC2018VF:493929|catmaid_fanc:117000
493945	neuron 102806 (FANC:493945)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L14 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:493945|catmaid_fanc:112905
493961	neuron 117009 (FANC:493961)	neuron|adult motor neuron	female organism|adult nervous system	skeleton, haltere motor neuron, left first abdominal nerve, haltere motor neuron T3 H1 bundle, left soma	catmaid_fanc_JRC2018VF:493961|catmaid_fanc:117008
493977	neuron 100890 (FANC:493977)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L18 bundle, right soma, right T3 leg nerve	catmaid_fanc_JRC2018VF:493977|catmaid_fanc:112917
493993	neuron 96535 (FANC:493993)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L1 bundle, skeleton, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:493993|catmaid_fanc:96534
494009	neuron 99867 (FANC:494009)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494009|catmaid_fanc:112929
494025	neuron 96550 (FANC:494025)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L14 bundle, skeleton, right soma, right T3 leg nerve	catmaid_fanc_JRC2018VF:494025|catmaid_fanc:96549
494048	neuron 99745 (FANC:494048)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L14 bundle, right soma, right T3 leg nerve	catmaid_fanc_JRC2018VF:494048|catmaid_fanc:112941
494064	neuron 82232 (FANC:494064)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L1 bundle, skeleton, left soma, left T3 leg nerve	catmaid_fanc_JRC2018VF:494064|catmaid_fanc:82231
494080	neuron 96568 (FANC:494080)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	posterior soma, skeleton, T3 leg motor neuron, T3 leg motor neuron L15 bundle, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:494080|catmaid_fanc:96567
494098	neuron 100006 (FANC:494098)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494098|catmaid_fanc:112953
494118	neuron 96572 (FANC:494118)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L1 bundle, right soma, skeleton, right T3 leg nerve	catmaid_fanc_JRC2018VF:494118|catmaid_fanc:96571
494133	neuron 96576 (FANC:494133)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T3 leg motor neuron, T3 leg motor neuron L1 bundle, skeleton, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:494133|catmaid_fanc:96575
494149	neuron 99367 (FANC:494149)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L14 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494149|catmaid_fanc:112965
494171	neuron 96590 (FANC:494171)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, left T3 leg nerve, left soma	catmaid_fanc_JRC2018VF:494171|catmaid_fanc:96589
494187	neuron 100648 (FANC:494187)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L14 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494187|catmaid_fanc:112978
494204	neuron 102694 (FANC:494204)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494204|catmaid_fanc:112990
494220	neuron 100780 (FANC:494220)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494220|catmaid_fanc:113002
494240	neuron 96620 (FANC:494240)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L1 bundle, left soma, left T3 leg nerve	catmaid_fanc_JRC2018VF:494240|catmaid_fanc:96619
494257	neuron 8565 (FANC:494257)	neuron|prothoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	T1 leg motor neuron V1 bundle, left-right homologs 11817 & 8565, right T1 ventral nerve, skeleton, right soma	catmaid_fanc_JRC2018VF:494257|catmaid_fanc:8564
494274	neuron 99890 (FANC:494274)	neuron|metathoracic leg muscle motor neuron|adult motor neuron	female organism|adult nervous system	skeleton, T3 leg motor neuron, T3 leg motor neuron L14 bundle, right T3 leg nerve, right soma	catmaid_fanc_JRC2018VF:494274|catmaid_fanc:113014
494294	neuron 70008 (FANC:494294)	neuron|adult motor neuron	female organism|adult nervous system	wing motor neuron PDMN1 bundle, contains presynapses, left posterior dorsal mesothoracic nerve, left soma, skeleton	catmaid_fanc_JRC2018VF:494294|catmaid_fanc:70007
